Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform_type,User_Rate,Critic_Rate
Sentimental Graffiti 2,DC,2e3,Adventure,NEC Interchannel,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
The Bachelor: The Videogame,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Ludia Inc.,T,handheld,NA,NA
Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,0.06,0.02,0,0,0.08,70,22,NA,NA,Jaleco Entertainment,T,console,NA,good
Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08,49,41,56,16,Game Republic,M,console,average,average
Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08,39,4,58,4,Toka,T,console,average,average
A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Get Fit with Mel B,X360,NA,Sports,Black Bean Games,0,0.06,0,0.01,0.08,57,7,NA,NA,Lightning Fish Games,E,console,NA,average
Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0,0.01,0.08,65,21,NA,NA,Buena Vista Games,E10+,console,NA,good
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0,0.08,66,7,73,8,Atari,E,console,great,good
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.03,0.04,0,0.01,0.08,NA,NA,NA,NA,Tantalus Interactive,E,console,NA,NA
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,0.08,43,6,67,6,From Software,T,handheld,good,average
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,51,13,"Namco Bandai Games, Monkey Bar Games",E10+,console,average,average
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,0.05,0.02,0,0.01,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0,0,0.08,29,14,32,19,Kemco,T,console,average,terrible
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0,0.01,0.08,60,6,NA,NA,Vicious Cycle,E10+,handheld,NA,good
Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08,83,41,90,21,Zoe Mode,E10+,handheld,outstanding,outstanding
Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,0.07,0,0,0.01,0.08,NA,NA,NA,NA,505 Games,E,handheld,NA,NA
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08,57,19,58,60,Haemimont,T,console,average,average
Rock Revolution,Wii,NA,Misc,Unknown,0.07,0,0,0.01,0.08,46,4,NA,NA,"Zoe Mode, HB Studios Multimedia",T,console,NA,average
Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Ultimate Card Games DS,DS,2008,Strategy,Telegames,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Cosmigo,E,handheld,NA,NA
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08,NA,NA,82,5,Mistic Software,E,handheld,outstanding,NA
Battlestar Galactica,XB,2003,Shooter,Vivendi Games,0.06,0.02,0,0,0.08,63,25,NA,NA,Warthog,T,console,NA,good
Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0,0,0.08,71,5,NA,NA,Kuju Entertainment,T,console,NA,great
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,69,55,77,60,Sandlot,T,console,great,good
Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08,78,6,78,8,Crystal Dynamics,T,console,great,great
Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0,0,0.08,76,10,NA,NA,Digital Fiction,E,handheld,NA,great
RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0,0,0.08,68,23,74,5,Terminal Reality,M,console,great,good
The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.07,0,0.01,0.08,58,23,65,345,"Cyanide, Cyanide Studios",M,console,good,average
From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08,61,33,69,12,Rebellion,T,handheld,good,good
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0.04,0.03,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,0.07,0,0,0.01,0.08,51,10,NA,NA,MumboJumbo,E,handheld,NA,average
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72,28,83,35,FuRyu,T,handheld,outstanding,great
Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0,0,0.08,72,33,NA,NA,Codemasters,E,console,NA,great
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0,0,0.01,0.08,60,19,67,94,Capcom,M,console,good,good
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,NA,NA,NA,NA,Square Enix,T,console,NA,NA
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,74,25,75,362,Ubisoft,M,console,great,great
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0,0,0.08,61,5,70,5,Blitz Games,E,console,good,good
Drama Queens,DS,2009,Misc,Majesco Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Sensory Sweep,T,handheld,NA,NA
Wordfish,DS,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Ubisoft,E,handheld,NA,NA
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,80,20,77,272,Nixxes Software,T,console,great,great
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Takara Tomy,E,console,NA,NA
Skydiving Extreme,PS,2001,Sports,Banpresto,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0,0,0.08,66,34,NA,NA,Cranky Pants Games,M,console,NA,good
Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08,63,20,80,10,Sting,E,console,great,good
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08,38,23,53,53,Ubisoft Montreal,M,console,average,average
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Digital Kids,E,handheld,NA,NA
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,51,11,63,4,The Game Factory,E,handheld,good,average
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08,64,26,43,13,Team 17,E10+,console,average,good
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,FUN Labs,E,console,NA,NA
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,49,8,65,8,Blue Castle Games,E,console,good,average
Sub Rebellion,PS2,2002,Simulation,Metro 3D,0.04,0.03,0,0.01,0.08,71,14,NA,NA,Racjin,T,console,NA,great
Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0,0.07,0,0.01,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0,0.08,33,24,33,1340,Egosoft,T,console,average,average
Striker 96,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0,0,0.01,0.08,69,41,73,30,Insomniac Games,E,console,great,good
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Real Robots Final Attack,PS,1998,Shooter,Banpresto,0,0,0.07,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,67,6,Left Field Productions,T,console,good,great
P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08,56,23,59,7,TT Games,E,handheld,average,average
Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08,33,7,NA,NA,Skyworks Technologies,E,handheld,NA,average
FabStyle,DS,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Outlaw Tennis,PS2,2005,Sports,Global Star,0.04,0.03,0,0.01,0.08,67,15,NA,NA,Hypnotix,M,console,NA,good
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Happy Feet Two,Wii,NA,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0.02,0,0.01,0.08,64,24,70,16,Team 17,E10+,handheld,good,good
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Gadget Racers,PS2,2e3,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,67,10,74,7,Barnhouse Effect,E,console,great,good
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,71,24,82,13,Sonic Team,T,console,outstanding,great
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,74,13,76,24,Ubisoft Montreal,M,console,great,great
ZhuZhu Babies,DS,2011,Simulation,Activision,0.06,0.01,0,0.01,0.08,NA,NA,NA,NA,Activision,E,handheld,NA,NA
Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Nanashi no Game,DS,2008,Adventure,Square Enix,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0,0,0.01,0.08,72,49,77,18,TOSE,E10+,handheld,great,great
Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01,0.08,52,30,87,18,Omega Force,T,console,outstanding,average
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,0.08,75,38,69,12,Firebrand Games,E,handheld,good,great
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0,0,0.08,67,8,NA,NA,Crave,T,console,NA,good
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Visual Concepts,E,handheld,NA,NA
Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.06,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.01,0.08,90,23,79,95,Ubisoft,T,console,great,outstanding
Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,51,20,60,9,Totally Games,T,handheld,good,average
Deep Fear,SAT,1998,Adventure,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0,0,0.08,NA,NA,NA,NA,2K Games,E,console,NA,NA
Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08,57,12,68,5,Cunning Developments,T,console,good,average
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,18,70,4,Ratbag,E,console,good,average
Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08,28,5,NA,NA,Mid Carolina Media,T,console,NA,terrible
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08,NA,NA,NA,NA,Ubisoft,E,console,NA,NA
Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Dreamcatcher,E,handheld,NA,NA
Virus,SAT,1997,Shooter,Hudson Soft,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.08,NA,NA,67,9,Maxis,T,console,good,NA
WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0,0,0.08,55,14,70,5,Pacific Coast Power & Light,T,console,good,average
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08,91,13,77,1963,Kojima Productions,M,console,great,incredible
Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Momotarou Dentetsu 11,GC,2002,Misc,Hudson Soft,0,0,0.07,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,82,12,84,5,Midway,E,console,outstanding,outstanding
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08,55,38,75,13,Velez & Dubail,T,handheld,great,average
Mission Runway,DS,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08,NA,NA,NA,NA,"THQ, Independent Arts",E,handheld,NA,NA
Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,60,44,82,26,Namco,T,console,outstanding,good
Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,0.07,0,0,0.01,0.08,65,8,NA,NA,Destineer,E10+,console,NA,good
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01,0.08,78,33,80,22,Mekensleep,E,handheld,great,great
Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0,0,0.08,62,14,83,44,Capcom,M,console,outstanding,good
All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,80,14,92,5,Acclaim,E,console,incredible,great
Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.07,0,0,0.01,0.08,83,38,81,27,Treasure,E10+,handheld,outstanding,outstanding
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.08,75,19,80,50,"Milestone, Milestone S.r.l",E,console,great,great
Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Konami,E,console,NA,NA
Team Elimination Games,Wii,2009,Misc,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Ubisoft,E,console,NA,NA
Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08,NA,NA,54,7,DC Studios,E,handheld,average,NA
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08,63,13,61,10,Omega Force,T,handheld,good,good
Winter Stars,PS3,2011,Sports,Deep Silver,0.01,0.05,0,0.01,0.08,53,6,NA,NA,49Games,E,console,NA,average
Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0.01,0.08,69,4,NA,NA,Wicked Studios,E10+,handheld,NA,good
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,54,11,60,6,Hudson Soft,E10+,console,good,average
Salon Superstar,DS,2009,Simulation,505 Games,0.07,0,0,0,0.08,NA,NA,NA,NA,505 Games,E,handheld,NA,NA
Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,THQ,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,75,4,70,7,EA Tiburon,E,console,good,great
Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08,NA,NA,NA,NA,Revistronic,E10+,console,NA,NA
Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,NA,Konami,E,console,NA,NA
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,0.07,0,0,0.01,0.08,67,8,NA,NA,Sensory Sweep,E,handheld,NA,good
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,71,5,77,7,Magenta Software,E,console,great,great
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,Take-Two Interactive,E,console,NA,NA
Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,72,53,82,586,Croteam,NA,console,outstanding,great
Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.07,0,0,0,0.08,66,4,NA,NA,MileStone Inc.,E,console,NA,good
Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08,35,23,53,10,Metropolis Software,M,console,average,average
Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0,0,0.08,73,25,86,8,Edge of Reality,E,console,outstanding,great
No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0,0,0,0.08,NA,NA,NA,NA,Scientifically Proven,T,console,NA,NA
GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0,0,0.08,74,14,NA,NA,MTO,E,handheld,NA,great
Duke Nukem: Land of the Babes,PS,2e3,Shooter,Atari,0.04,0.03,0,0,0.08,37,7,68,20,n-Space,M,console,good,average
Majin Tensei,SNES,1994,Role-Playing,Atlus,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Monkey Hero,PS,1998,Action,Take-Two Interactive,0.04,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.07,0,0,0.01,0.08,73,17,42,5,Jaleco Entertainment,E,handheld,average,great
Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08,65,18,49,231,EA Black Box,T,console,average,good
Quo Vadis,SAT,1995,Strategy,Glams,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,82,19,85,525,Black Box,T,console,outstanding,outstanding
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0,0,0.01,0.08,69,34,NA,NA,Now Production,E,handheld,NA,good
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.08,NA,NA,85,82,Telltale Games,M,console,outstanding,NA
Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,handheld,NA,NA
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,console,NA,NA
10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08,NA,NA,NA,NA,Anchor Bay Entertainment,E,console,NA,NA
