Name,Price($),Milage,Review,Review_count,Badge
2019 Toyota 4Runner SR5,"39,228","44,601",4.4,275,Good Deal 
2018 Toyota RAV4 LE,"24,889","31,650",3.7,3,Good Deal
2017 Toyota 4Runner Limited,"41,894","36,361",4.8,"1,315",Good Deal
2012 Toyota RAV4 Sport,"14,491","90,295",3.1,181,Great Deal 
2018 Toyota RAV4 XLE,"27,383","56,348",4.8,"2,332",Great Deal 
2018 Toyota RAV4 XLE,"27,595","16,766",4.8,"1,122",Good Deal
2018 Toyota RAV4 LE,"26,909","34,482",4.9,197,Fair Deal
2018 Toyota 4Runner SR5,"40,995","39,009",4.8,"5,003",Fair Deal
2016 Toyota Prius Two Eco,"20,499","58,013",4.5,501,Good Deal
2021 Toyota Corolla LE,"20,594","46,960",4.6,"1,648",Great Deal 
2018 Toyota Tundra Limited,"18,800","23,091",2.7,31,Good Deal 
2009 Toyota Camry XLE,"9,978","88,145",4.6,548,Good Deal
2019 Toyota Highlander Hybrid XLE,"44,787","15,196",3.9,7,Good Deal
2009 Toyota Highlander Hybrid Limited,"13,500","1,63,184",4.8,665,Hot Car
2019 Toyota Highlander XLE,"41,900","30,163",4.8,"5,483",Fair Deal
2019 Toyota 4Runner Limited,"45,998","41,753",4.8,823,Good Deal
2019 Toyota Camry SE,"25,985","29,676",1.6,4,Good Deal
2013 Toyota Highlander Limited,"21,990","99,251",4.1,426,Fair Deal
2007 Toyota 4Runner Sport,"14,949","1,78,971",4.5,241,Good Deal
2021 Toyota RAV4 XLE Premium,"37,985","11,700",4.7,"4,331",Good Deal 
2018 Toyota Highlander LE,"24,991","92,625",4.4,251,Great Deal
2019 Toyota Corolla LE,"19,890","49,865",4.9,499,Good Deal
2018 Toyota RAV4 Hybrid Limited,"33,991","22,940",4.6,"1,275",Good Deal
2018 Toyota RAV4 LE,"25,800","39,426",4.6,476,Good Deal
2018 Toyota RAV4 Limited,"30,916","32,418",4.6,594,Great Deal 
2018 Toyota RAV4 LE,"26,848","30,536",4.7,"1,333",Fair Deal
2015 Toyota Highlander Limited Platinum,"31,000","80,079",4.4,516,Good Deal 
2019 Toyota Camry SE,"29,948","32,262",4.7,"4,331",Good Deal 
2017 Toyota 4Runner Limited,"39,795","78,236",4.8,"2,916",Fair Deal
2000 Toyota 4Runner ,"11,995","1,20,392",4.8,308,null
2019 Toyota Camry XLE,"28,991","25,694",3.7,640,Good Deal
2016 Toyota 4Runner SR5,"30,996","63,439",4.7,"1,892",Good Deal
2020 Toyota Tundra SR5,"45,777","19,901",4.7,826,Good Deal
2016 Toyota Highlander XLE,"27,881","1,07,847",4.8,216,Home Delivery
2018 Toyota Highlander XLE,"36,094","22,548",4.2,218,Good Deal
2019 Toyota 4Runner Limited,"47,000","15,543",4.8,"1,258",Good Deal
2016 Toyota Camry SE,"16,900","78,651",4.6,131,Good Deal 
2019 Toyota Corolla LE,"19,499","45,239",4.9,582,Good Deal
2008 Toyota Tundra Limited,"23,999","1,03,215",4.4,794,Home Delivery
2020 Toyota Tacoma SR,"35,312","17,699",4.8,"5,404",Great Deal
2017 Toyota Prius Two,"13,995","1,27,649",4,147,Great Deal 
2005 Toyota Highlander Limited,"7,995","1,42,697",4.5,155,null
2018 Toyota RAV4 AWD XLE,"29,990","56,779",4.8,"4,567",Good Deal
2008 Toyota RAV4 Base,"7,990","1,48,737",4.7,"4,577",Home Delivery
2021 Toyota RAV4 XLE,"36,177","12,180",4.8,"5,404",Good Deal
2013 Toyota Corolla LE,"13,990","17,333",5,57,Good Deal
2020 Toyota Highlander XLE,"42,819","11,216",4.8,363,Good Deal
2020 Toyota Camry SE,"28,990","11,543",4.5,758,Good Deal
2018 Toyota 4Runner Limited,"39,049","70,603",4.6,167,Great Deal 
2021 Toyota Camry XSE,"36,188","22,984",4.1,557,Good Deal 
2019 Toyota Camry XSE,"31,999","18,389",4.9,529,Good Deal
2018 Toyota RAV4 XLE,"28,595","45,418",4.6,"1,356",Good Deal
2016 Toyota Highlander XLE,"24,874","1,16,524",4.5,"1,602",Good Deal
2016 Toyota Highlander XLE,"35,991","49,380",4.7,"3,514",Good Deal
2019 Toyota Tundra Platinum,"48,989","50,278",4.3,508,Good Deal
2016 Toyota Tacoma SR5,"30,452","59,183",4.6,"1,554",Fair Deal
2018 Toyota Prius Two,"18,446","83,739",4.8,203,Good Deal 
2020 Toyota Corolla LE,"23,901","21,836",4.7,749,Good Deal
2018 Toyota RAV4 XLE,"26,929","30,913",4.6,39,Good Deal 
2020 Toyota 4Runner SR5,"40,492","44,043",4.9,172,Good Deal 
2020 Toyota Land Cruiser Base,"96,626","23,597",4.9,"2,016",Fair Deal
2018 Toyota Highlander XLE,"35,121","47,887",4.7,"1,472",Great Deal
2021 Toyota Supra 3.0 Premium,"59,981","3,416",4.7,15,Fair Deal
2018 Toyota RAV4 LE,"24,996","24,652",4.7,793,Fair Deal
2016 Toyota Highlander XLE,"25,997","1,12,688",4.6,586,Fair Deal
2019 Toyota Camry SE,"29,400","32,063",4.9,"2,668",Fair Deal
2019 Toyota Corolla LE,"19,915","49,518",4.6,"1,322",Fair Deal
2014 Toyota 4Runner Limited,"31,488","87,134",4.5,253,Good Deal
2017 Toyota Corolla L,"13,999","54,300",3.4,24,Great Deal 
2020 Toyota Sienna XLE,"33,966","19,324",3.8,533,Great Deal 
2019 Toyota Highlander XLE,"36,085","30,611",4.8,795,Good Deal 
2020 Toyota Tundra SR5,"36,398","48,257",4.1,661,Great Deal
2019 Toyota Corolla SE,"21,000","32,127",4.9,"6,706",Good Deal 
2018 Toyota RAV4 LE,"27,975","36,117",4.9,"4,040",Fair Deal
2021 Toyota RAV4 LE,"32,934","13,365",4.5,432,Great Deal 
2019 Toyota Camry LE,"27,997","11,131",4.5,573,Fair Deal
2018 Toyota Highlander LE Plus,"33,999","19,499",4.7,"3,199",Good Deal
2019 Toyota Highlander LE,"27,998","63,950",4.8,58,Good Deal 
2017 Toyota Highlander XLE,"35,126","43,314",4.9,742,Good Deal
2018 Toyota RAV4 LE,"22,492","74,712",4.8,"1,260",Great Deal
2014 Toyota Sienna XLE,"19,524","1,16,822",4.6,"1,607",Great Deal 
2019 Toyota Corolla LE,"19,999","36,604",3.6,65,Good Deal 
2017 Toyota Camry XLE,"27,000","19,949",3.3,7,Good Deal
2016 Toyota Prius Four,"18,988","88,677",4.8,"3,418",Home Delivery
2018 Toyota 4Runner Limited,"43,546","23,882",4.3,"1,377",Good Deal
2019 Toyota RAV4 Limited,"35,960","13,300",4.8,"3,064",Good Deal 
2018 Toyota RAV4 LE,"25,168","35,870",4.1,59,Fair Deal
2019 Toyota Highlander XLE,"36,699","18,143",4.4,425,Good Deal
2019 Toyota Prius L,"27,558","25,660",4.7,952,Fair Deal
2016 Toyota RAV4 Limited,"25,388","45,501",4.1,557,Great Deal 
2018 Toyota RAV4 XLE,"27,724","31,696",4.7,"4,331",Good Deal
2019 Toyota RAV4 XLE Premium,"36,788","12,341",4.1,557,Good Deal
2018 Toyota RAV4 XLE,"30,750","19,529",4.5,107,Good Deal
2017 Toyota Camry XLE,"22,279","40,296",4.4,19,Good Deal
2020 Toyota RAV4 LE,"35,991","19,048",4.8,"1,457",Good Deal
2019 Toyota Highlander LE,"32,398","34,383",4.7,967,Good Deal
2019 Toyota Camry L,"26,995","38,175",4.6,247,Fair Deal
2020 Toyota Camry SE,"27,393","17,968",4.8,957,Good Deal
2019 Toyota Camry XSE,"35,981","31,100",4.9,"2,084",Fair Deal
2020 Toyota Corolla LE,"21,400","49,911",4,10,Good Deal
2018 Toyota RAV4 XLE,"28,000","32,919",4.7,"1,601",Good Deal 
2018 Toyota RAV4 XLE,"24,298","33,213",4.5,"2,343",Great Deal 
2019 Toyota RAV4 Limited,"38,588","23,521",4.1,557,Good Deal
2018 Toyota RAV4 Limited,"28,947","38,732",4.7,913,Good Deal 
2013 Toyota Prius Two,"13,000","1,05,511",4.6,147,Great Deal 
2019 Toyota 4Runner SR5 Premium,"43,549","43,805",4.9,81,Good Deal 
2020 Toyota 4Runner Limited,"48,491","14,643",4.8,"1,655",Good Deal
2018 Toyota Camry SE,"20,498","76,652",4.8,58,Fair Deal
2019 Toyota Corolla SE,"19,947","42,567",3.6,65,Good Deal
2017 Toyota Highlander XLE,"33,987","22,779",4.3,351,Great Deal 
2019 Toyota C-HR LE,"23,995","35,150",4.7,"1,448",Good Deal
2018 Toyota RAV4 LE,"26,878","47,349",4.5,507,Good Deal
2015 Toyota Sequoia Platinum,"40,828","83,694",4.7,"1,243",Fair Deal
2018 Toyota 4Runner Limited,"40,895","66,746",4.8,"2,916",Good Deal
2020 Toyota Tacoma TRD Off Road,"23,950","18,087",2.7,31,Good Deal 
2018 Toyota Highlander Hybrid Limited,"41,475","45,971",4.2,52,Good Deal
2021 Toyota Corolla LE,"25,313","21,054",4.3,"1,289",Good Deal
2018 Toyota RAV4 LE,"26,987","24,408",4.7,435,Good Deal
2016 Toyota Highlander XLE,"26,250","1,11,450",4.7,"2,373",Fair Deal
2017 Toyota Tacoma SR,"30,140","34,269",4.8,"5,404",Fair Deal
2018 Toyota C-HR XLE,"22,795","49,572",4.1,145,Good Deal
2019 Toyota 4Runner Sport,"49,888","32,565",4.8,"1,623",Fair Deal
2009 Toyota Prius Touring,"6,995","1,01,296",4.1,51,Great Deal
2019 Toyota Camry SE,"25,910","42,024",4.7,"4,331",Good Deal 
2021 Toyota Corolla LE,"25,998","11,866",4.5,595,Fair Deal
2018 Toyota RAV4 XLE,"26,989","45,467",4.4,19,Good Deal
2018 Toyota 4Runner TRD Off Road Premium,"40,991","40,090",4.6,"1,554",Good Deal
2018 Toyota C-HR XLE,"20,950","64,101",4.5,"1,170",Good Deal
2020 Toyota Highlander XLE,"41,467","48,525",4.7,"1,005",Great Deal 
2019 Toyota Tundra SR5,"48,200","17,518",4.7,"4,840",Fair Deal
2018 Toyota RAV4 XLE,"30,000","19,877",4.6,740,Good Deal
2017 Toyota Prius Prime Advanced,"30,999","34,386",4.4,155,Good Deal
2019 Toyota Camry LE,"23,409","49,722",4.7,280,Good Deal
2019 Toyota Highlander Limited,"38,397","55,558",4.4,602,Good Deal
2021 Toyota RAV4 XLE,"33,757","14,226",4.5,759,Great Deal 
2018 Toyota RAV4 LE,"26,900","14,861",4.7,"2,163",Good Deal
2019 Toyota Highlander LE,"36,887","14,714",4.6,132,Good Deal
2018 Toyota 4Runner Limited,"43,400","92,372",4.9,"2,668",Fair Deal
2020 Toyota Corolla LE,"21,257","43,018",4.9,81,Good Deal 
2016 Toyota Highlander Limited,"27,500","81,723",3.9,19,Good Deal
2019 Toyota RAV4 XLE,"32,880","14,733",4.7,"1,115",Fair Deal
2018 Toyota C-HR XLE,"22,289","47,750",1,1,Good Deal
2020 Toyota Camry SE,"26,982","33,042",1,1,Great Deal
2012 Toyota 4Runner Limited,"28,999","63,233",3.9,9,Good Deal
2019 Toyota C-HR XLE,"25,999","17,280",4.9,"3,958",Fair Deal
2021 Toyota RAV4 XLE,"33,991","39,045",4.6,243,Good Deal
2020 Toyota Corolla LE,"17,699","89,841",4.3,30,Good Deal
2021 Toyota RAV4 LE,"32,932","15,017",4.7,264,Good Deal
2018 Toyota 4Runner Limited,"47,097","47,455",4.6,141,Fair Deal
2018 Toyota RAV4 XLE,"30,992","35,007",4.7,479,Great Deal 
2018 Toyota RAV4 XLE,"26,250","57,983",4.4,"1,330",Fair Deal
2018 Toyota RAV4 XLE,"29,989","35,774",4.7,489,Fair Deal
2018 Toyota RAV4 XLE,"30,550","31,410",4.7,168,Good Deal
2018 Toyota 4Runner Limited,"43,998","48,843",4.6,"1,643",Good Deal
2014 Toyota Sienna XLE,"25,998","64,150",4.7,"1,159",Fair Deal
2020 Toyota Sienna XLE,"41,914","29,822",4.9,"1,581",Good Deal
2020 Toyota Tundra SR5,"41,469","19,268",4.9,"7,599",Great Deal 
2018 Toyota RAV4 LE,"24,139","30,724",4.9,32,Good Deal 
2020 Toyota RAV4 XLE,"37,600","43,626",5,1,Fair Deal
2019 Toyota 4Runner TRD Off Road Premium,"49,498","24,185",4.3,8,Good Deal
2018 Toyota Highlander ,"40,995","36,459",4.7,404,Good Deal
2019 Toyota Tacoma SR,"33,812","38,043",4.7,927,Great Deal 
2017 Toyota Sienna XLE,"27,974","89,771",4.5,"1,602",Good Deal
2020 Toyota Tacoma TRD Sport,"41,391","33,457",4.6,"3,814",Good Deal
2018 Toyota 4Runner Limited,"40,824","37,897",4.3,40,Good Deal
2019 Toyota C-HR LE,"23,795","20,330",4.5,306,Home Delivery
2019 Toyota Corolla LE,"19,885","72,889",4.3,59,Fair Deal
2018 Toyota RAV4 XLE,"22,995","81,262",4.8,313,Great Deal 
2015 Toyota RAV4 Limited,"20,494","57,793",4.1,50,Good Deal 
2020 Toyota Camry XSE,"34,740","23,853",4.7,"3,669",Great Deal
2018 Toyota RAV4 XLE,"27,710","10,088",5,1,Good Deal
1998 Toyota Camry XLE,"3,998","1,19,149",4.8,"4,032",Great Deal 
2003 Toyota Avalon XLS,"4,500","1,14,747",2.5,39,Fair Deal
2018 Toyota Highlander LE,"30,000","32,641",4.6,440,Great Deal 
2009 Toyota Tacoma Access Cab,"18,000","1,01,206",3.7,3,null
2019 Toyota Highlander LE,"32,578","31,165",4.7,685,Good Deal 
2019 Toyota Corolla SE,"23,517","42,682",4.6,594,Fair Deal
2017 Toyota RAV4 XLE,"31,975","15,907",4.9,"1,568",Good Deal
2020 Toyota RAV4 XLE,"31,977","19,576",4.6,8,Good Deal 
2019 Toyota C-HR LE,"23,872","34,113",4.7,"1,868",CPO Warrantied
2019 Toyota Sienna Limited Premium,"40,844","35,450",4.8,"1,132",Good Deal 
2019 Toyota RAV4 XLE,"34,500","10,843",4.8,"1,209",Fair Deal
2020 Toyota Corolla LE,"20,579","43,635",4.5,16,Good Deal
2020 Toyota Corolla LE,"21,139","42,566",4.6,485,Good Deal 
2018 Toyota Avalon XLE Premium,"24,900","59,621",4.9,"1,731",Good Deal
2020 Toyota Highlander XLE,"43,981","16,152",3.9,652,Good Deal
2020 Toyota RAV4 XLE,"36,400","17,392",4.9,"2,668",Good Deal
2019 Toyota Sienna XLE,"40,389","39,093",4.5,16,null
2019 Toyota Highlander XLE,"39,500","38,976",4.8,231,Good Deal
2020 Toyota Camry XSE,"35,447","21,836",4.5,"1,602",Fair Deal
2004 Toyota Sequoia Limited,"8,495","1,45,111",5,6,Fair Deal
2005 Toyota RAV4 ,"7,994","1,15,535",4.2,113,Home Delivery
2013 Toyota Avalon Hybrid XLE Touring,"16,900","79,401",4.8,686,Good Deal
2017 Toyota Corolla L,"16,999","66,664",3.3,81,Fair Deal
2018 Toyota 4Runner Limited,"41,442","50,723",4.8,"2,332",Great Deal 
2019 Toyota 4Runner Limited,"49,981","48,160",4.8,216,Fair Deal
2021 Toyota Highlander XSE,"45,995","19,995",4.3,882,Fair Deal
2018 Toyota RAV4 LE,"25,500","38,453",4.8,81,Good Deal
2017 Toyota Corolla LE,"16,995","61,067",4.8,"2,252",Good Deal
2018 Toyota RAV4 LE,"26,882","37,514",4.8,"2,332",Good Deal 
2020 Toyota Highlander XLE,"42,999","17,391",4.6,455,Fair Deal
2020 Toyota 4Runner SR5 Premium,"43,990","15,656",4.6,"1,658",Great Deal
2020 Toyota Camry SE,"26,986","1,000",4.4,744,Great Deal 
2018 Toyota RAV4 XLE,"29,887","65,970",4.7,"1,129",Fair Deal
2006 Toyota Avalon Touring,"9,994","83,497",4.2,113,Good Deal
2019 Toyota RAV4 XLE Premium,"34,900","17,918",4.8,"5,483",Good Deal
2017 Toyota Corolla LE,"17,995","23,261",4.7,694,Good Deal
2020 Toyota Highlander XLE,"43,988","33,356",4.8,"1,081",Good Deal 
2019 Toyota C-HR LE,"26,875","19,296",4.7,576,Fair Deal
2018 Toyota RAV4 XLE,"29,995","30,317",4.8,"5,003",Good Deal 
2018 Toyota RAV4 XLE,"28,995","34,983",4.8,"5,003",Good Deal 
2019 Toyota Tundra SR5,"45,226","42,289",4.8,"1,882",Good Deal
2018 Toyota RAV4 LE,"27,994","34,695",4.3,231,Good Deal
2021 Toyota Camry XSE,"39,697","25,906",4.4,275,Good Deal
2019 Toyota Corolla L,"19,895","23,851",4.1,145,Good Deal 
2009 Toyota Corolla LE,"11,994","39,260",4.2,113,Good Deal
2018 Toyota RAV4 XLE,"28,471","41,688",4.7,"1,041",Good Deal
2019 Toyota Corolla L,"19,200","22,487",4.7,"2,086",Fair Deal
2014 Toyota Tacoma Base,"21,352","84,944",4.6,"2,704",Good Deal 
2019 Toyota Camry LE,"26,995","23,701",4.5,400,Good Deal
2018 Toyota Tundra SR5,"44,989","36,204",3.7,3,Fair Deal
2019 Toyota C-HR LE,"22,989","22,053",4.2,681,Good Deal
2020 Toyota RAV4 LE,"32,982","10,339",4.5,"2,411",Good Deal
2020 Toyota Corolla LE,"22,995","15,740",4.9,"2,290",Great Deal 
2019 Toyota 4Runner SR5,"42,144","42,730",4.1,343,Good Deal
2018 Toyota RAV4 LE,"26,251","25,973",4.5,192,Good Deal
2019 Toyota Highlander XLE,"39,768","15,088",4.7,576,Good Deal
2015 Toyota RAV4 Limited,"22,666","70,652",4.9,"2,933",Fair Deal
2018 Toyota RAV4 XLE,"29,474","13,430",4.8,856,Fair Deal
2020 Toyota Camry SE,"30,000","11,668",4.9,"1,581",Great Deal 
2018 Toyota 4Runner Limited,"41,992","28,236",1,1,Good Deal
2018 Toyota RAV4 LE,"21,393","82,928",4.8,"3,210",Great Deal 
2018 Toyota RAV4 XLE,"28,977","36,697",4.9,"2,615",Good Deal
2021 Toyota RAV4 LE,"34,993","10,005",4.5,759,Good Deal
2021 Toyota Corolla LE,"22,928","13,595",4.8,"3,064",Good Deal
2019 Toyota 4Runner TRD Pro,"60,382","19,009",4.8,"5,404",null
2019 Toyota Camry SE,"27,499","13,025",4.6,854,Good Deal
2016 Toyota 4Runner Limited,"37,900","56,727",4.8,"1,673",Good Deal
2018 Toyota RAV4 XLE,"26,191","38,904",4.7,"1,472",Good Deal
2017 Toyota Tundra 1794,"41,250","80,815",4.8,"2,477",Good Deal
2018 Toyota RAV4 LE,"27,500","37,610",4.8,"3,576",Great Deal 
2019 Toyota C-HR XLE,"24,209","47,134",4.9,239,Fair Deal
2020 Toyota Corolla LE,"20,939","41,321",4.7,"1,138",Good Deal
2017 Toyota Sienna XLE,"27,985","88,570",4.6,"1,643",Good Deal
2016 Toyota 4Runner Limited,"39,841","35,865",4.8,651,Fair Deal
2018 Toyota RAV4 XLE,"26,495","11,750",4.8,"1,122",Good Deal 
2020 Toyota RAV4 LE,"31,994","15,667",4.6,900,Good Deal
2019 Toyota 4Runner SR5,"41,498","44,884",4.7,"2,634",Fair Deal
2020 Toyota Tundra SR5,"42,992","19,672",4.8,"1,119",Good Deal 
2017 Toyota Sienna Limited Premium,"29,999","85,823",4.6,"1,803",Good Deal
2020 Toyota 4Runner SR5,"44,777","16,494",4.7,826,Fair Deal
2018 Toyota 4Runner Limited,"45,488","38,204",2.1,4,Good Deal 
2019 Toyota Land Cruiser V8,"93,935","31,529",4.5,345,Fair Deal
2013 Toyota Highlander SE,"21,251","89,798",4.5,239,Fair Deal
2018 Toyota RAV4 LE,"27,139","33,064",4.8,"2,820",Fair Deal
2020 Toyota Camry LE,"24,600","38,170",4.7,"2,163",Good Deal
2015 Toyota Highlander Limited,"31,491","56,981",4.1,661,Good Deal
2020 Toyota RAV4 LE,"32,927","14,708",4.8,"1,636",Good Deal
2018 Toyota RAV4 LE,"28,975","24,160",4.9,"1,568",Good Deal
2015 Toyota Highlander XLE,"22,450","1,52,865",5,2,null
2021 Toyota Corolla LE,"25,000","11,134",4.7,"1,030",Good Deal 
2019 Toyota RAV4 Hybrid XLE,"36,981","11,872",4.4,640,Good Deal
2010 Toyota Prius IV,"7,995","1,90,884",4.7,"1,432",Good Deal
2000 Toyota 4Runner SR5,"15,995","1,45,199",4.1,11,Home Delivery
2019 Toyota Corolla LE,"19,989","23,814",4.9,337,Good Deal
2007 Toyota Matrix ,"8,000","74,132",4.4,25,Hot Car
