Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
RWI,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"Maptapud Industrial Estate, No. 5, I-5 Rd., Maptapud, Muang Rayong",21150,0-3868-4522-7,0-3868-4490,www.rwi.co.th
S,SINGHA ESTATE PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"123 Suntowers Building B, 22nd Floor, Vibhavadi-Rangsit Road, Chom Phon, Chatuchak Bangkok",10900,0-2050-5555,0-2617-6444-5,http://www.singhaestate.co.th
S & J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"2 NARADHIWAS RAJANAGARINEDRA ROAD, TUNGWATDON, SATHON Bangkok",10120,"0-2676-2727, 0-2676-2737",0-2676-2726,www.snjinter.com
S11,S 11 GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"888 Soi Chatuchot 10, Chatuchot, Ao-ngoen, Sai-Mai Bangkok",10220,"0-2790-0888 , 0-2022-8888",0-2158-7948,http://www.sgroup.co.th
SAAM,SAAM ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"141 Major Tower Thonglor 10th Floor, Room no. 2.2 Soi Sukhumvit 63 (Ekamai), Sukhumvit Road, Klongton Nua, Wattana Bangkok",10110,0-2096-1936-7 µèÍ 105,0-2096-1936-7 µèÍ 111,www.saam.co.th
SABINA,SABINA PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"177 Moo 8, Wangkaithurn, Hanka Chainart",17130,"0-5643-7156-8, 0-2422-9400","0-5643-7159, 0-2434-5911",www.sabina.co.th
SAFARI,SAFARI WORLD PUBLIC COMPANY LIMITED,SET,False,False,False,-,Companies Under Rehabilitation,"99 PANYAINTRA ROAD, SAMWATAWANTOK, KHLONG SAM WA Bangkok",10510,"0-2518-1000-19, 0-2914-4100-19","0-2518-1022, 0-2914-2959",www.safariworld.com
SALEE,SALEE INDUSTRY PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"18 MOO 10 TAMBOL KLONG SI, AMPHOE KHLONG LUANG Pathum Thani",12120,0-2529-5968-99,0-2529-5958-59,www.saleeind.com
SAM,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"75/14,75/17, 85 MOO 5, SOI WAT SOPANARAM, EKKACHAI ROAD TAMBOL KOKKHAM, AMPHOE MUEANG Samut Sakhon",74000,0-3483-3891-3,0-3483-3895,www.samchaisteel.com
SAMART,SAMART CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"SOFTWARE PARK BLDG.,FL.35, 99/1 MOO 4, CHANGE WATTANA RD., AMPHOE PAK KRET Nonthaburi",11120,"0-2502-6000, 0-2975-5777",0-2502-6186,www.samartcorp.com
SAMCO,SAMMAKORN PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"86 Sammakorn Place, Ramkhamhaeng Road, Saphansoong Bangkok",10240,0-2106-8300,0-2106-8399,www.sammakorn.co.th
SAMTEL,SAMART TELCOMS PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"SOFTWARE PARK BUILDING FLOOR 29, 99/7 MOO 4, PAK KRET, Nonthaburi",11120,"0-2502-6610, 0-2502-6088, 0-2502-6089",0-2502-6605,www.samtel.com
SANKO,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"3/14 Rojana Industrial Park, Moo 2, Tambol Nong Bua, Amphur Ban Khai Rayong",21120,"0-3301-0701-5, 0-2597-9780-2",0-3301-0706-8,www.sankothai.net
SAPPE,SAPPE PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"9/3 Bang Chan Industrial Estate, Soi Seri Thai 56, Seri Thai Road, Khanna Yao Sub-district, Khanna Yao District Bangkok",10230,0-2319-4949,0-2319-7337,www.sappe.com
SAT,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"129 MOO 2, BANGNA-TRAD ROAD, TAMBOL BANGCHALONG, AMPHOE BANG PHLI Samut Prakarn",10540,0-2312-5318,"0-2312-5076 , 0-2312-5317",www.satpcl.co.th
SAUCE,THAITHEPAROS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"208 MOO 6, THAIBAN ROAD, THAIBAN, AMPHOE MUANG Samut Prakarn",10280,0-2703-4444,0-2387-1163,www.gmsauce.com
SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,SET,False,True,False,Financials,Finance & Securities,"99/392 Srisawad Building, 4,6 floor, Chaeng Watthana Road, Thungsonghong, Laksi Bangkok",10210,0-2693-5555,0-2573-1565,http://www.meebaanmeerod.com
SAWANG,SAWANG EXPORT PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"307-307/1-4, 56, 305 SURAWONG ROAD, BANG RAK Bangkok",10500,"0-2266-5571, 0-2266-4422","0-2236-5271, 0-2237-7824",-
SBPF,SAMUI BURI PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,44 CIMB Thai building 16th Floor Langsuan Road Lumpini Patthumwan Bangkok,10330,-,-,www.cimb-principal.com
SC,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"1010 VIPHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,0-2949-2000,0-2949-2134,www.scasset.com
SCB,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,SET,True,True,True,Financials,Banking,"9 RAJADAPISEK ROAD, CHATU CHAK Bangkok",10900,"0-2544-1111, 0-2777-7777",0-2937-7931,www.scb.co.th
SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,SET,True,True,True,Property & Construction,Construction Materials,"1 SIAM CEMENT ROAD, BANG SU Bangkok",10800,"0-2586-3333, 0-2586-4444","0-2587-2199, 0-2587-2201",www.scg.com
SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"199 Column Tower, 3rd, 10th - 12th floor, Ratchadapisek Road Klongtoey, Klongtoey Bangkok",10110,0-2797-7000,0-2797-7001-2,http://www.siamcitycement.com
SCG,SAHACOGEN (CHONBURI) PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"636 MOO 11 SUKAPHIBAN 8 ROAD, TAMBOL NONGKHARM, AMPHOR SI RACHA Chonburi",20230,0-3848-1552-5,0-3848-1551,www.sahacogen.com
SCI,SCI ELECTRIC PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"107/1 Moo 1 Bangna-Trad Km.27 Road, Bangbor Samut Prakarn",10560,0-2338-1414-9,0-2708-0326-7,http://www.sci-mfgr.com
SCN,SCAN INTER PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"355 Bond Street, Bang Phut, Pak Kret Nonthaburi",11120,0-2503-4116-21,0-2503-4400,www.scan-inter.com
SCP,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"SSP TOWER, FLOOR 17, 555 SUKHUMVIT 63 ROAD, NORTH KLONGTON, WATTHANA Bangkok",10110,0-2711-5134,0-2382-0351-2,www.scp.co.th
SDC,SAMART DIGITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"99/10 Moo 4, Software Park Building, 26th Floor, Chaengwattana Road, Klong Gluar, Pak-kred Nonthaburi",11120,0-2502-6000,0-2502-6900,www.samartdigital.com
SE,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"15/1 Highway-Rayong No.3191 Road, T. Huey-Pong, A. Muangrayong Rayong",21150,0-3868-2540,0-3868-2539,www.siameastsolutions.com
SEAFCO,SEAFCO PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"144 PHAYASUREN ROAD, BANGCHAN, KHLONG SAM WA Bangkok",10510,"0-2919-3354-6, 0-2919-0090-7","0-2919-0098, 0-2518-3088",http://seafco.co.th
SEAOIL,SEA OIL PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"88 Soi Bangna-Trad 30, Debaratna Road, Bangna-Tai, Bangna Bangkok",10260,0-2398-9850-1,0-2398-9852,www.seaoilthailand.com
SE-ED,SE-EDUCATION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"1858/87-90 Debaratna Road, Bangna Tai, Bangna Bangkok",10260,0-2826-8000,0-2826-8999,www.se-ed.com
SELIC,SELIC CORP PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"270 Liapkhlongphasicharoenfangtai Road, Nongkhaem Bangkok",10160,0-2807-3347-9,0-2807-9453,http://seliccorp.com/
SENA,SENADEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"448 Thanyalakpark Building, Ratchadapisek 26, Khwaeng Samsen Nok, Khet Huai Khwang Bangkok",10310,02-541-4642,02-541-5164,www.sena.co.th
SF,SIAM FUTURE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"ESPLANADE RATCHADAPISEK, 99 RATCHADAPISEK ROAD, DIN DAENG Bangkok",10400,0-2660-9000,"0-2660-9010, 0-2660-9020, 0-2660-9030",http://www.siamfuture.com
SFP,SIAM FOOD PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"1, Empire Tower, 43rd floor, South Sathon Road, Yannawa Sub-district, Sathon District Bangkok",10120,0-2287-7000,0-2670-0154,www.siamfood.co.th
SGF,SGF CAPITAL PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"No. 121, 4th Floor, WTH holding building, Vibhavadi Rangsit Road, Samsennai,Phyathai Bangkok",10400,0-2232-1789,0-2232-1790,www.sgfcap.com
SGP,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,SET,False,True,True,Resources,Energy & Utilities,"553 The Palladium Tower A, Floor 30, Ratchaprarop Road, Makkasan, Rajthevee Bangkok",10400,0-2120-9999,0-2250-6008,www.siamgas.com
SHANG,SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"89 SOI WATSUANPHLU, NEW ROAD, BANG RAK Bangkok",10500,0-2236-7777,0-2236-8579,www.shangri-la.com
SHREIT,STRATEGIC HOSPITALITY EXTENDABLE FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"No. 1 Empire Tower Building, 24th Floor, Room No. 2401, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2286-2461,-,www.sp-investors.com
SIAM,SIAM STEEL INTERNATIONAL PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"51 PUCHAOSAMINGPHRAI ROAD, AMPHOE PHRA PRA DAENG, Samut Prakarn",10130,"0-2384-2876, 0-2384-3000, 0-2384-3040",0-2384-2330,http://www.siamsteel.com
SIMAT,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"No. 123, Soi Chalongkrung 31, Ladkrabang Industrial Estate, Chalongkrung Road, Lamplatew sub-district, Ladkrabang district Bangkok",10520,0-2326-0999,0-2326-1666,www.simat.co.th
SINGER,SINGER THAILAND PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"CAT TELECOM TOWER, FLOOR 17, 72 CHAROEN KRUNG ROAD BANG RAK Bangkok",10500,0-2352-4777,0-2352-4799,www.singerthai.co.th
SIRI,SANSIRI PUBLIC COMPANY LIMITED,SET,False,True,True,Property & Construction,Property Development,"SIRIPINYO BLDG,FLOOR 16, 475 SI AYUTTHAYA ROAD, RATCHATHEWI Bangkok",10400,"0-2201-3905, 0-2201-3906",0-2201-3904,http://www.sansiri.com
SIRIP,SIRI PRIME OFFICE PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2949-1500,0-2949-1501,www.scbam.com
SIS,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"9 Pakin Building, 9th Floor, Room No.901, Ratchadaphisek Road, Din Daeng Bangkok",10400,0-2020-3000,0-2020-3780,www.sisthai.com
SISB,SISB PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Professional Services,"498/12 Soi Ramkhamhaeng 39 (Tepleela 1), Wangthonglang, Wangthonglang Bangkok",10310,0-2158-9072,0-2158-9091,http://www.sisb.ac.th
SITHAI,SRITHAI SUPERWARE PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"15 Suksawat Road, Soi 36, Bangpakok, Rasburana Bangkok",10140,0-2427-0088,"0-2427-7168, 0-2428-4418",www.srithaisuperware.com
SKE,SAKOL ENERGY PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"15 Moo 1, Chiang Rak Noi, Samkhok Pathum Thani",12160,0-2026-3451,0-2026-3452,www.sakolenergy.com
SKN,S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"Moo 7 Huaiyang, Klaeng Rayong",21110,0-3892-8188,0-3892-8189,http://www.skn.co.th
SKR,SIKARIN PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"976 Lasalle Road, Bangnatai, Bangna Bangkok",10260,-,-,http://www.sikarin.com
SKY,SKY ICT PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"No. 55, 5th Floor, AA Capital Ratchada Building, Ratchadapisek Road, Dindaeng, Dindaeng Bangkok",10400,0-2029-7888,0-2029-7879,www.skyict.co.th
SLP,SALEE PRINTING PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"19 Moo 10, Tumbol Klong 4, Klong Luang Pathum Thani",12120,0-2529-6000,0-2529-6010-11,www.saleeprinting.com
SMART,SMART CONCRETE PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"11 Moo 9. Banbueng Road, Subdistrict Nung-Irun, District Banbueng Chonburi",20220,0-3844-2500,0-3844-2521,www.smartblock.co.th
SMIT,SAHAMIT MACHINERY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"42, 48 SOI CHOKCHAIJONGJUMROEN, RAMA 3 ROAD, YAN NAWA Bangkok",10120,"0-2295-1000-8, 0-2295-1901-9","0-2295-1009, 0-2295-1020",www.sahamit.co.th
SMK,SYN MUN KONG INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"313 SRINAKARIN ROAD, HUAMARK, BANG KAPI Bangkok",10240,0-2378-7000,0-2377-3322,http://www.smk.co.th
SMM,SIAM INTER MULTIMEDIA PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"459 SOI LADPRAO 48, LADPRAO ROAD, SAMSENNOK, HUAI KHWANG Bangkok",10310,0-2694-3031-3,0-2694-3030,www.smm.co.th
SMPC,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"92 Soi Thientalay 7 Yak 4, Bangkhunthien-Chaitalay Road, Samaedam, Bangkhunthien Bangkok",10150,"0-2895-4139-58, 0-2416-5568-9","0-2416-5534, 0-2895-4163",www.smpcplc.com
SMT,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Electronic Components,"586 Moo 2, Bang Pa-In Industrial Estate, Klongjig, Bang Pa-In Ayutthya",13160,0-3525-8555,0-3522-1778,www.starsmicro.com
SNC,SNC FORMER PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"333/3 Moo 6, Bangpreang District, Amphur Bangbo Samut Prakarn",10560,0-2108-0360-6,0-2108-0367-8,http://www.sncformer.com
SNP,S & P SYNDICATE PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"2034/100-107, Ital Thai Tower, 23rd-24th Floor, New Petchaburi Road, Bangkapi, Huaykwang Bangkok",10310,0-2785-4000,0-2785-4040,www.snpfood.com
SOLAR,SOLARTRON PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"No. 1000/65-67 P.B. Tower 16th Floor, Sukhumvit 71 Road, North Klongtan, Wattana Bangkok",10110,0-2392-0224,"0-2381-0936, 0-2381-2971",http://www.solartron.co.th
SONIC,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"79/349,350 1st, 2nd floor, Sathupradit Rd., Chongnonsee, Yannawa Bangkok",10120,0-2213-2999,0-2213-2533,www.sonic.co.th
SORKON,S. KHONKAEN FOODS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"259/13 SOI PRIDI BANOMYONG 13, SUKHUMVIT 71 ROAD, WATTHANA Bangkok",10110,0-2391-1010,0-2391-1792,http://www.sorkon.co.th
SPA,SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"483 Soi Suthiporn, Prachasongkroh Road, Din Daeng subdistrict, Din Dang district Bangkok",10400,0-2641-6619-20,0-2641-6621,http://www.siamwellnessgroup.com
SPACK,S. PACK & PRINT PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"119 MOO 1, KARNCHANAVANICH ROAD, TAMBOL TAKARM, AMPHOE HAT YAI Songkhla",90110,0-7426-0602-9,"0-7426-0600-1,0-7444-7128",www.spack.co.th
SPALI,SUPALAI PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"SUPALAI GRAND TOWER, 1011 RAMA 3 ROAD, CHONGNONSEE, YAN NAWA Bangkok",10120,0-2725-8888,0-2683-2177,http://www.supalai.com
SPC,SAHA PATHANAPIBUL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"2156 NEW PETCHBURI ROAD, BANG KAPI, HUAI KHWANG Bangkok",10310,0-2318-0062,0-2319-1678,www.sahapat.co.th
SPCG,SPCG PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"No. 1 Capital Work Place Building 10th Fl. Soi Jamjan, Klongton Nua, Wattana Bangkok",10110,0-2011-8100-10,0-2011-8112,www.spcg.co.th
SPF,SAMUI AIRPORT PROPERTY FUND (LEASEHOLD),SET,False,False,False,Property & Construction,Property Fund & REITs,"19th Floor, Muang Thai ? Phatra Complex Building Tower A, 252/25 Ratchadaphisek Road, Huaykwang Bangkok",10310,0-2305-9800,0-2305-9803-4,www.phatraasset.com
SPG,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"488 NAKORNSAWAN ROAD, SIYAKMAHANAK, DUSIT, Bangkok",10300,0-2280-0202-17,0-2280-6305,http://www.siampangroup.com
SPI,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"530 SOI SATHUPRADIT 58, BANGPONGPANG, YAN NAWA Bangkok",10120,0-2293-0030-9,0-2293-0040,www.spi.co.th
SPORT,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"66/26-29 Ramintra Road, Nualchant, Bueng-kum Bangkok",10230,0-2508-8000,0-2508-3215,http://www.siamsport.co.th/
SPRC,STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"No.1, I-3B Road, Map Ta Phut, Muang Rayong Rayong",21150,0-3869-9000,0-3869-9999,www.sprc.co.th
SPRIME,S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"123 Sun Towers A, 31st Floor, Vibhavadi Rangsit Rd, Chom Phon Sub-District, Chatuchak District Bangkok",10900,-,-,-
SPVI,S P V I PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"1213/58-59 Soi Ladprao 94, Sriwara Road, Phlapphla, Wangthonglang Bangkok",10310,0-2559-2901-10,0-2559-2488,http://www.spvi.co.th
SQ,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,47/10 Soi Amorphan 4 Vibhavadirangsit Road Chatuchak Bangkok,10900,0-2941-0888,0-2941-0881,www.sahakol.com
SR,SIAMRAJ PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"289/9 Moo10 Old Railway Road, Samrong, Phrapradaeng Samut Prakarn",10130,0-2743-5010-25,0-2743-5007-8,www.siamrajplc.com
SRICHA,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"97 Moo 3, Surasak, Sriracha Chonburi",20110,0-3877-2462-6,0-3877-2467,www.sricha.com
SRIPANWA,SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"2922/198 10thFl., Charn Issara Tower II, New Petchburi Road, Bangkapi, Huay Kwang Bangkok",10310,0-2308-2022,0-2308-2022,www.cireit.com
SSC,SERMSUK PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"No. 90 CW Tower, 31st - 32nd Floor, Ratchadapisek Road, Huai Khwang Sub-District, Huai Khwang District Bangkok",10310,0-2783-9000,0-2783-9092-3,www.sermsukplc.com
SSF,SURAPON FOODS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"247 MOO 1, THEPARAK ROAD, THEPARAK, AMPHOE MUANG Samut Prakarn",10270,0-2385-3038-54,"0-2385-3176, 0-2385-3179",www.surapon.com
SSI,SAHAVIRIYA STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"PRAPAWIT BLDG,FLOOR 2-3, 28/1 SURASAK ROAD, SILOM, BANG RAK Bangkok",10500,0-2238-3063-82,"0-2236-8890, 0-2236-8892",www.ssi-steel.com
SSP,SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"325/14 Lanluang Rd., Mahanak Square, Dusit Bangkok",10300,0-2628-0991-2,0-2628-0993,www.sermsang.com
SSPF,SALA @ SATHORN PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"898 Ploenchit Tower, 1-2nd Floor Zone A and 12th Floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2657-5757,-,-
SSSC,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"51/3 MOO 2, PUCHAOSAMINGPHRAI ROAD, PHRA PRA DAENG Samut Prakarn",10130,"0-2385-9251-2, 0-2385-9258-66, 0-2754-5845-9","0-2385-9241, 0-2385-9253",http://www.ssscth.com
SST,SUB SRI THAI PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"2044/25-27 NEW PETCHBURI ROAD, BANG KAPI, HUAI KHWANG, Bangkok",10310,0-2318-5514-6,0-2318-3490,http://www.subsrithai.co.th
SSTPF,SUB SRI THAI PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"CIMB-Principal Asset Management Company Limited, 44 CIMB THAI Tower 16th Floor Lumpini Pathumwan Bangkok",10330,-,-,-
SSTRT,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"No. 2044/25-27, New Petchaburi Extension, Bangkapi, Huaykwang Bangkok",10310,0-2318-5514-5,0-2318-3490-1,www.sstrm.co.th
STA,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED,SET,False,True,False,Agro & Food Industry,Agribusiness,"10 SOI 10 PETCHKASEM ROAD, HAT YAI, Songkhla",90110,0-7434-4663,"0-7434-4676, 0-7434-4677, 0-7423-7423",www.sritranggroup.com
STANLY,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"29/3 MOO 1, BANGPHUN-RANGSIT ROAD, AMPHOE MUANG Pathum Thani",12000,0-2581-5462,0-2581-5397,www.thaistanley.com
STAR,STAR UNIVERSAL NETWORK PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"57 Park Ventures Ecoplex Building, 16th Floor, Wireless Road, Lumpini, Patumwan Bangkok",10330,0-2041-8162,0-2041-8162,www.staruniversalnetwork.com
STEC,"SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC CO.,LTD.",SET,False,True,False,Property & Construction,Construction Services,"SINO-THAI TOWER, FLOOR 29-30, 32/59-60 SUKHUMVIT 21 ROAD, WATTHANA Bangkok",10110,0-2260-1321-2,"0-2260-1339, 0-2258-3436",www.stecon.co.th
STHAI,"SHUN THAI RUBBER GLOVES INDUSTRY PUBLIC CO., LTD",SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"1, Promphan Tower 2, Room No. 608, Floor 6, Soi Lat Phrao 3, Chom Phon, Chatuchak Bangkok",10900,0-2511-6040-45,0-2511-6040-6049,www.shunthaiglove.com
STI,STONEHENGE INTER PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"163 Soi Chokchai Ruamitr (Ratchada 19), Dindaeng Sub-district, Dindaeng District Bangkok",10400,0-2690-7462,0-2690-7463,www.sti.co.th
STPI,STP&I PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"32/24 Sino-Thai Tower, 3rd Floor, Sukhumvit 21 Road ( Asoke), Klongtoey Nua, Wattana Bangkok",10110,0-2260 -1181,0-2260 -1182,www.stpi.co.th
SUC,SAHA-UNION PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"1828 SUKHUMVIT ROAD, PHRAKHANONG TAI, PHRAKHANONG Bangkok",10260,0-2311-5111-9,0-2311-6867,www.sahaunion.co.th
SUN,SUNSWEET PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"No. 9 Moo 1, Tambon Thung Satok, Amphoe San Pa Tong Chiang Mai",50120,0-5310-6538-40,0-5310-6541,www.sunsweetthai.com
SUPER,SUPER ENERGY CORPORATION PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"223/61 Country Complex Tower A,14th Floor, Sumpawut Road, Bangna Bangkok",10260,0-2361-5599,0-2361-5036,www.supercorp.co.th
SUSCO,SUSCO PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"139 Ratburana Road, Bangpakok, Ratburana, Bangkok",10140,0-2428-0029,"0-2427-6270, 0-2427-6460",www.susco.co.th
SUTHA,GOLDEN LIME PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"No. 89 Cosmo Office Park, 6th Floor, Unit H, Popular Road, Banmai Sub-district, Pakkret District, Nonthaburi",11120,0-2017-7461-3,0-2017-7460,www.goldenlime.co.th
SVH,SAMITIVEJ PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"133 SUKHUMVIT 49 ROAD, KLONG TAN NUA, WATTHANA Bangkok",10110,"0-2392-0011, 0-2381-6807, 0-2711-8000, 0-2382-2000","0-2391-1290, 0-2381-3490",www.samitivej.co.th
