Transaction,date_time,period_day,weekday_weekend,items
4065,2016-12-31 13:15:00,afternoon,weekend,"bread,coffee"
4066,2016-12-31 13:20:00,afternoon,weekend,scandinavian
4067,2016-12-31 13:23:00,afternoon,weekend,"coffee,sandwich"
4068,2016-12-31 13:29:00,afternoon,weekend,"hot chocolate,sandwich,tea,toast"
4069,2016-12-31 13:37:00,afternoon,weekend,"sandwich,tea"
4070,2016-12-31 13:49:00,afternoon,weekend,farm house
4071,2016-12-31 13:50:00,afternoon,weekend,bread
4072,2016-12-31 13:59:00,afternoon,weekend,"coffee,jammie dodgers"
4073,2016-12-31 14:01:00,afternoon,weekend,coffee
4074,2016-12-31 14:02:00,afternoon,weekend,bread
4075,2016-12-31 14:10:00,afternoon,weekend,"farm house,medialuna"
4076,2016-12-31 14:13:00,afternoon,weekend,coffee
4077,2016-12-31 14:15:00,afternoon,weekend,"sandwich,tea"
4078,2016-12-31 14:32:00,afternoon,weekend,"bread,cookies,tea"
4079,2016-12-31 14:40:00,afternoon,weekend,coffee
4080,2016-12-31 14:45:00,afternoon,weekend,bread
4081,2016-12-31 14:46:00,afternoon,weekend,"bread,coffee"
4082,2016-12-31 14:48:00,afternoon,weekend,"hot chocolate,sandwich,tea"
4083,2016-12-31 14:58:00,afternoon,weekend,tea
4085,2016-12-31 15:06:00,afternoon,weekend,sandwich
4086,2016-12-31 15:20:00,afternoon,weekend,"bread,coffee"
4087,2016-12-31 15:53:00,afternoon,weekend,bread
4088,2016-12-31 15:54:00,afternoon,weekend,"coke,tea"
4089,2016-12-31 17:36:00,evening,weekend,"cake,tea"
4090,2017-01-01 01:21:00,morning,weekend,bread
4094,2017-03-01 09:08:00,morning,weekday,coffee
4095,2017-03-01 09:14:00,morning,weekday,"coffee,toast"
4096,2017-03-01 09:17:00,morning,weekday,farm house
4097,2017-03-01 09:41:00,morning,weekday,bread
4098,2017-03-01 10:06:00,morning,weekday,coffee
4099,2017-03-01 10:10:00,morning,weekday,coffee
4100,2017-03-01 10:20:00,morning,weekday,"coffee,toast"
4101,2017-03-01 10:25:00,morning,weekday,coffee
4102,2017-03-01 10:28:00,morning,weekday,"bread,toast"
4103,2017-03-01 10:29:00,morning,weekday,bread
4104,2017-03-01 10:33:00,morning,weekday,coffee
4105,2017-03-01 10:45:00,morning,weekday,"coffee,vegan mincepie"
4106,2017-03-01 10:55:00,morning,weekday,bread
4107,2017-03-01 10:55:00,morning,weekday,coffee
4108,2017-03-01 10:57:00,morning,weekday,"coffee,toast"
4109,2017-03-01 11:02:00,morning,weekday,coffee
4110,2017-03-01 11:19:00,morning,weekday,"bread,cake,coffee,cookies"
4111,2017-03-01 11:41:00,morning,weekday,"cake,tea"
4112,2017-03-01 11:49:00,morning,weekday,bread
4113,2017-03-01 12:08:00,afternoon,weekday,"coffee,cookies,hot chocolate"
4114,2017-03-01 12:10:00,afternoon,weekday,coffee
4115,2017-03-01 12:27:00,afternoon,weekday,cake
4116,2017-03-01 12:31:00,afternoon,weekday,bread
4117,2017-03-01 12:53:00,afternoon,weekday,"coffee,juice,sandwich"
4118,2017-03-01 13:11:00,afternoon,weekday,coffee
4119,2017-03-01 13:22:00,afternoon,weekday,"bread,coffee,cookies,frittata,mineral water"
4120,2017-03-01 13:28:00,afternoon,weekday,"coffee,muffin"
4121,2017-03-01 13:30:00,afternoon,weekday,"cake,coffee,sandwich"
4123,2017-03-01 13:34:00,afternoon,weekday,coffee
4124,2017-03-01 13:42:00,afternoon,weekday,"cake,coffee,vegan mincepie"
4125,2017-03-01 13:48:00,afternoon,weekday,"cake,coffee"
4126,2017-03-01 13:58:00,afternoon,weekday,coffee
4127,2017-03-01 14:01:00,afternoon,weekday,"coffee,frittata"
4128,2017-03-01 14:12:00,afternoon,weekday,"cookies,sandwich"
4129,2017-03-01 14:37:00,afternoon,weekday,tea
4130,2017-03-01 14:56:00,afternoon,weekday,tea
4131,2017-03-01 15:20:00,afternoon,weekday,tea
4132,2017-03-01 15:22:00,afternoon,weekday,"bread,vegan mincepie"
4133,2017-03-01 15:31:00,afternoon,weekday,"coffee,hot chocolate,muffin"
4134,2017-03-01 15:53:00,afternoon,weekday,bread
4135,2017-03-01 16:06:00,afternoon,weekday,"cake,coffee,hot chocolate"
4136,2017-03-01 16:16:00,afternoon,weekday,coffee
4138,2017-03-01 16:54:00,afternoon,weekday,"hot chocolate,sandwich"
4139,2017-03-01 17:19:00,evening,weekday,"cake,coffee,muffin"
4140,2017-04-01 09:23:00,morning,weekday,coffee
4141,2017-04-01 09:51:00,morning,weekday,"coffee,hot chocolate,medialuna"
4142,2017-04-01 10:14:00,morning,weekday,"cake,coffee,medialuna"
4143,2017-04-01 10:16:00,morning,weekday,bread
4144,2017-04-01 10:17:00,morning,weekday,"coffee,toast"
4145,2017-04-01 10:33:00,morning,weekday,bread
4146,2017-04-01 10:56:00,morning,weekday,coffee
4147,2017-04-01 10:59:00,morning,weekday,bread
4148,2017-04-01 11:13:00,morning,weekday,coffee
4149,2017-04-01 11:23:00,morning,weekday,"bread,coffee"
4150,2017-04-01 11:28:00,morning,weekday,coffee
4151,2017-04-01 11:38:00,morning,weekday,coffee
4152,2017-04-01 11:54:00,morning,weekday,"cake,coffee"
4153,2017-04-01 11:56:00,morning,weekday,"bread,coffee"
4154,2017-04-01 12:11:00,afternoon,weekday,"bread,cake"
4155,2017-04-01 12:13:00,afternoon,weekday,"coffee,cookies,muesli,tea"
4156,2017-04-01 12:33:00,afternoon,weekday,"cake,coke,pastry"
4157,2017-04-01 13:01:00,afternoon,weekday,"coffee,sandwich"
4158,2017-04-01 13:05:00,afternoon,weekday,juice
4159,2017-04-01 13:31:00,afternoon,weekday,"coffee,juice,muffin,sandwich,tea"
4160,2017-04-01 13:47:00,afternoon,weekday,medialuna
4161,2017-04-01 14:11:00,afternoon,weekday,"bread,coffee,hot chocolate,pastry"
4162,2017-04-01 14:31:00,afternoon,weekday,"farm house,tea"
4163,2017-04-01 14:42:00,afternoon,weekday,"bread,brownie"
4164,2017-04-01 14:43:00,afternoon,weekday,"brownie,coffee"
4165,2017-04-01 14:56:00,afternoon,weekday,"coffee,cookies"
4166,2017-04-01 14:57:00,afternoon,weekday,"brownie,coffee"
4167,2017-04-01 15:28:00,afternoon,weekday,"bread,cookies"
4168,2017-04-01 15:28:00,afternoon,weekday,hot chocolate
4169,2017-04-01 15:44:00,afternoon,weekday,"coffee,hot chocolate,pastry"
4170,2017-04-01 15:56:00,afternoon,weekday,"bread,brownie"
4171,2017-04-01 16:35:00,afternoon,weekday,"cake,coffee"
4172,2017-04-01 16:36:00,afternoon,weekday,"brownie,coffee,tea"
4173,2017-04-01 16:39:00,afternoon,weekday,coffee
4174,2017-04-01 17:03:00,evening,weekday,farm house
4175,2017-04-01 17:10:00,evening,weekday,bread
4176,2017-04-01 17:14:00,evening,weekday,bread
4177,2017-05-01 08:08:00,morning,weekday,coffee
4178,2017-05-01 08:20:00,morning,weekday,coffee
4179,2017-05-01 08:33:00,morning,weekday,coffee
4180,2017-05-01 08:48:00,morning,weekday,"tea,toast"
4181,2017-05-01 08:57:00,morning,weekday,"bread,medialuna"
4182,2017-05-01 09:06:00,morning,weekday,"bread,toast"
4183,2017-05-01 09:10:00,morning,weekday,"bread,coffee,medialuna"
4184,2017-05-01 09:31:00,morning,weekday,"bread,coffee"
4185,2017-05-01 09:38:00,morning,weekday,"hot chocolate,muffin"
4186,2017-05-01 09:47:00,morning,weekday,"bread,coffee,juice"
4187,2017-05-01 10:41:00,morning,weekday,hot chocolate
4188,2017-05-01 10:51:00,morning,weekday,"bread,coffee"
4189,2017-05-01 10:53:00,morning,weekday,"bread,coffee,truffles"
4190,2017-05-01 11:01:00,morning,weekday,brownie
4191,2017-05-01 11:05:00,morning,weekday,"bread,juice,muffin"
4192,2017-05-01 11:20:00,morning,weekday,"brownie,farm house"
4193,2017-05-01 11:24:00,morning,weekday,"bread,coffee"
4194,2017-05-01 11:34:00,morning,weekday,coffee
4195,2017-05-01 11:36:00,morning,weekday,farm house
4196,2017-05-01 11:41:00,morning,weekday,"coffee,ella's kitchen pouches,juice,sandwich"
4197,2017-05-01 11:52:00,morning,weekday,"cake,coffee"
4198,2017-05-01 12:05:00,afternoon,weekday,"bread,tea"
4199,2017-05-01 12:07:00,afternoon,weekday,coffee
4200,2017-05-01 12:10:00,afternoon,weekday,coffee
4201,2017-05-01 12:17:00,afternoon,weekday,cookies
4202,2017-05-01 12:21:00,afternoon,weekday,"cookies,sandwich,toast,vegan mincepie"
4203,2017-05-01 12:39:00,afternoon,weekday,bread
4204,2017-05-01 12:43:00,afternoon,weekday,sandwich
4205,2017-05-01 12:44:00,afternoon,weekday,bread
4206,2017-05-01 12:45:00,afternoon,weekday,"bread,cookies,frittata"
4208,2017-05-01 12:55:00,afternoon,weekday,sandwich
4209,2017-05-01 13:03:00,afternoon,weekday,coffee
4210,2017-05-01 13:05:00,afternoon,weekday,"frittata,tea,truffles"
4211,2017-05-01 13:13:00,afternoon,weekday,"coffee,frittata,fudge,pastry,truffles"
4212,2017-05-01 13:19:00,afternoon,weekday,"juice,sandwich"
4213,2017-05-01 13:20:00,afternoon,weekday,pastry
4214,2017-05-01 13:25:00,afternoon,weekday,"medialuna,sandwich"
4215,2017-05-01 13:30:00,afternoon,weekday,"coffee,juice"
4216,2017-05-01 13:37:00,afternoon,weekday,bread
4217,2017-05-01 13:47:00,afternoon,weekday,bread
4218,2017-05-01 14:01:00,afternoon,weekday,brownie
4219,2017-05-01 14:09:00,afternoon,weekday,bread
4220,2017-05-01 14:35:00,afternoon,weekday,coffee
4221,2017-05-01 14:36:00,afternoon,weekday,eggs
4222,2017-05-01 14:41:00,afternoon,weekday,bread
4223,2017-05-01 15:04:00,afternoon,weekday,"bread,coffee"
4224,2017-05-01 15:07:00,afternoon,weekday,"bread,truffles"
4225,2017-05-01 15:32:00,afternoon,weekday,"coffee,juice,toast"
4226,2017-05-01 15:56:00,afternoon,weekday,"bread,coffee"
4227,2017-05-01 17:01:00,evening,weekday,bread
4228,2017-06-01 08:32:00,morning,weekday,coffee
4229,2017-06-01 08:35:00,morning,weekday,bread
4230,2017-06-01 08:44:00,morning,weekday,"tea,toast"
4231,2017-06-01 08:58:00,morning,weekday,"coffee,toast"
4232,2017-06-01 09:05:00,morning,weekday,bread
4233,2017-06-01 09:10:00,morning,weekday,"coffee,tea,toast"
4234,2017-06-01 09:11:00,morning,weekday,"coffee,cookies,toast"
4235,2017-06-01 09:29:00,morning,weekday,bread
4236,2017-06-01 09:42:00,morning,weekday,"coffee,toast"
4237,2017-06-01 10:14:00,morning,weekday,"coffee,cookies"
4238,2017-06-01 10:16:00,morning,weekday,"coffee,medialuna"
4239,2017-06-01 10:21:00,morning,weekday,"bread,cookies"
4240,2017-06-01 10:46:00,morning,weekday,"coffee,toast"
4241,2017-06-01 10:54:00,morning,weekday,"coffee,muffin"
4242,2017-06-01 11:01:00,morning,weekday,"cake,cookies,medialuna,tea"
4243,2017-06-01 11:12:00,morning,weekday,"bread,coffee,medialuna,scandinavian"
4244,2017-06-01 11:21:00,morning,weekday,"coffee,medialuna"
4245,2017-06-01 12:07:00,afternoon,weekday,"bread,coffee,frittata,medialuna,muffin"
4246,2017-06-01 12:25:00,afternoon,weekday,"coffee,medialuna"
4247,2017-06-01 12:26:00,afternoon,weekday,coffee
4248,2017-06-01 12:32:00,afternoon,weekday,bread
4249,2017-06-01 12:33:00,afternoon,weekday,bread
4250,2017-06-01 12:33:00,afternoon,weekday,coke
4251,2017-06-01 12:46:00,afternoon,weekday,"bread,coffee"
4252,2017-06-01 12:49:00,afternoon,weekday,coffee
4253,2017-06-01 12:57:00,afternoon,weekday,sandwich
4254,2017-06-01 13:27:00,afternoon,weekday,bread
4256,2017-06-01 13:31:00,afternoon,weekday,coffee
4257,2017-06-01 13:47:00,afternoon,weekday,"coffee,sandwich"
4258,2017-06-01 14:01:00,afternoon,weekday,"coffee,pastry"
4259,2017-06-01 14:04:00,afternoon,weekday,"bread,cake"
4260,2017-06-01 14:07:00,afternoon,weekday,bread
4261,2017-06-01 14:12:00,afternoon,weekday,bread
4262,2017-06-01 14:13:00,afternoon,weekday,sandwich
4263,2017-06-01 14:17:00,afternoon,weekday,afternoon with the baker
4264,2017-06-01 14:24:00,afternoon,weekday,juice
4265,2017-06-01 14:33:00,afternoon,weekday,coffee
4266,2017-06-01 15:03:00,afternoon,weekday,"farm house,scone"
4267,2017-06-01 15:07:00,afternoon,weekday,coffee
4268,2017-06-01 15:56:00,afternoon,weekday,farm house
4269,2017-06-01 16:08:00,afternoon,weekday,"bread,coffee,pastry"
4270,2017-06-01 16:09:00,afternoon,weekday,"bread,coffee,frittata,tea"
4271,2017-07-01 08:23:00,morning,weekend,pastry
4272,2017-07-01 08:44:00,morning,weekend,"bread,medialuna"
4273,2017-07-01 08:52:00,morning,weekend,coffee
4274,2017-07-01 09:02:00,morning,weekend,bread
4275,2017-07-01 09:04:00,morning,weekend,"coffee,hot chocolate"
4276,2017-07-01 09:38:00,morning,weekend,bread
4277,2017-07-01 09:41:00,morning,weekend,medialuna
4278,2017-07-01 09:48:00,morning,weekend,coffee
4279,2017-07-01 09:53:00,morning,weekend,bread
4280,2017-07-01 09:55:00,morning,weekend,"bread,pastry"
4281,2017-07-01 09:56:00,morning,weekend,"coffee,medialuna"
4283,2017-07-01 10:09:00,morning,weekend,"cake,tea"
4284,2017-07-01 10:10:00,morning,weekend,"bread,coffee"
4285,2017-07-01 10:12:00,morning,weekend,"bread,coffee,medialuna"
4286,2017-07-01 10:22:00,morning,weekend,coffee
4287,2017-07-01 10:31:00,morning,weekend,bread
4288,2017-07-01 10:33:00,morning,weekend,"coffee,scone"
4289,2017-07-01 10:37:00,morning,weekend,pastry
4290,2017-07-01 10:40:00,morning,weekend,"coffee,pastry"
4291,2017-07-01 10:42:00,morning,weekend,"coffee,scone,toast"
4292,2017-07-01 10:48:00,morning,weekend,coffee
4293,2017-07-01 11:10:00,morning,weekend,scandinavian
4294,2017-07-01 11:11:00,morning,weekend,coffee
4295,2017-07-01 11:12:00,morning,weekend,"bread,coffee,pastry"
4296,2017-07-01 11:22:00,morning,weekend,bread
4297,2017-07-01 11:26:00,morning,weekend,coffee
4298,2017-07-01 11:30:00,morning,weekend,"bread,hot chocolate,sandwich"
4299,2017-07-01 11:33:00,morning,weekend,"coffee,pastry"
4300,2017-07-01 11:38:00,morning,weekend,bread
4302,2017-07-01 11:41:00,morning,weekend,bread
4303,2017-07-01 11:47:00,morning,weekend,coffee
4304,2017-07-01 11:52:00,morning,weekend,scandinavian
4305,2017-07-01 11:53:00,morning,weekend,cake
4306,2017-07-01 11:55:00,morning,weekend,"bread,scandinavian"
4307,2017-07-01 11:57:00,morning,weekend,"bread,coffee"
4308,2017-07-01 12:02:00,afternoon,weekend,"coffee,medialuna"
4309,2017-07-01 12:05:00,afternoon,weekend,"frittata,tea"
4310,2017-07-01 12:23:00,afternoon,weekend,"coffee,jammie dodgers,scone"
4311,2017-07-01 12:42:00,afternoon,weekend,coffee
4312,2017-07-01 12:49:00,afternoon,weekend,"bread,coffee,jammie dodgers,tea"
4313,2017-07-01 12:52:00,afternoon,weekend,coffee
4314,2017-07-01 12:53:00,afternoon,weekend,"mineral water,sandwich,smoothies,truffles"
4315,2017-07-01 12:59:00,afternoon,weekend,"bread,coffee"
4316,2017-07-01 13:00:00,afternoon,weekend,"coffee,sandwich"
4317,2017-07-01 13:01:00,afternoon,weekend,"hot chocolate,tea"
4319,2017-07-01 13:12:00,afternoon,weekend,"coke,sandwich"
4320,2017-07-01 13:15:00,afternoon,weekend,farm house
4321,2017-07-01 13:18:00,afternoon,weekend,"coffee,jammie dodgers"
4322,2017-07-01 13:19:00,afternoon,weekend,afternoon with the baker
4323,2017-07-01 13:26:00,afternoon,weekend,"bread,scandinavian"
4324,2017-07-01 13:29:00,afternoon,weekend,"focaccia,medialuna,scone"
4325,2017-07-01 13:30:00,afternoon,weekend,bread
4326,2017-07-01 13:34:00,afternoon,weekend,"coffee,sandwich"
4327,2017-07-01 13:36:00,afternoon,weekend,"bread,medialuna"
4328,2017-07-01 13:38:00,afternoon,weekend,bread
4329,2017-07-01 13:38:00,afternoon,weekend,bread
4330,2017-07-01 13:42:00,afternoon,weekend,"sandwich,truffles"
4331,2017-07-01 13:45:00,afternoon,weekend,scandinavian
4332,2017-07-01 13:51:00,afternoon,weekend,muffin
4333,2017-07-01 13:53:00,afternoon,weekend,"bread,coffee,scone"
4334,2017-07-01 14:12:00,afternoon,weekend,"coffee,hot chocolate,sandwich,scone,tea"
4335,2017-07-01 14:22:00,afternoon,weekend,"coffee,tea"
4336,2017-07-01 14:24:00,afternoon,weekend,scandinavian
4337,2017-07-01 14:25:00,afternoon,weekend,"coffee,frittata,tea"
4338,2017-07-01 14:27:00,afternoon,weekend,"coffee,frittata,muffin,scandinavian"
4339,2017-07-01 14:29:00,afternoon,weekend,coffee
4340,2017-07-01 14:31:00,afternoon,weekend,"bread,tea"
4341,2017-07-01 14:38:00,afternoon,weekend,"bread,coffee,fudge,jammie dodgers,muffin,sandwich"
4342,2017-07-01 14:44:00,afternoon,weekend,coffee
4343,2017-07-01 14:48:00,afternoon,weekend,focaccia
4344,2017-07-01 14:50:00,afternoon,weekend,"bread,muffin,truffles"
4345,2017-07-01 14:54:00,afternoon,weekend,coffee
4346,2017-07-01 15:05:00,afternoon,weekend,"bread,frittata,scone,tea"
4347,2017-07-01 15:14:00,afternoon,weekend,"sandwich,tea,truffles"
4348,2017-07-01 15:22:00,afternoon,weekend,"bread,tea"
4349,2017-07-01 15:23:00,afternoon,weekend,"bread,tea"
4350,2017-07-01 15:34:00,afternoon,weekend,"bread,cake,coffee,hot chocolate,sandwich"
4351,2017-07-01 15:38:00,afternoon,weekend,coffee
4352,2017-07-01 15:44:00,afternoon,weekend,"bread,coffee"
4353,2017-07-01 15:51:00,afternoon,weekend,sandwich
4354,2017-07-01 15:54:00,afternoon,weekend,"coffee,scone,tea,tiffin"
4355,2017-07-01 16:01:00,afternoon,weekend,scone
4356,2017-07-01 16:02:00,afternoon,weekend,"farm house,scone"
4357,2017-07-01 16:03:00,afternoon,weekend,"cake,coffee"
4358,2017-07-01 16:05:00,afternoon,weekend,"bread,tea"
4359,2017-07-01 16:15:00,afternoon,weekend,cake
4360,2017-07-01 16:39:00,afternoon,weekend,"bread,coffee"
4361,2017-07-01 16:58:00,afternoon,weekend,"frittata,toast,truffles"
4362,2017-08-01 09:00:00,morning,weekend,"bread,pastry"
4363,2017-08-01 09:03:00,morning,weekend,"coffee,medialuna"
4364,2017-08-01 09:26:00,morning,weekend,"medialuna,pastry"
4365,2017-08-01 09:43:00,morning,weekend,bread
4366,2017-08-01 10:15:00,morning,weekend,"bread,coffee,medialuna"
4367,2017-08-01 10:49:00,morning,weekend,bread
4368,2017-08-01 11:14:00,morning,weekend,"coffee,tiffin"
4369,2017-08-01 11:22:00,morning,weekend,bread
4370,2017-08-01 11:30:00,morning,weekend,bread
4371,2017-08-01 11:38:00,morning,weekend,"bread,coffee,medialuna"
4372,2017-08-01 12:00:00,afternoon,weekend,"bread,muesli,tea"
4373,2017-08-01 12:02:00,afternoon,weekend,scandinavian
4374,2017-08-01 12:07:00,afternoon,weekend,"bread,coffee,hot chocolate,tiffin"
4375,2017-08-01 12:16:00,afternoon,weekend,coffee
4376,2017-08-01 12:19:00,afternoon,weekend,"sandwich,smoothies,tea"
4377,2017-08-01 12:30:00,afternoon,weekend,"bread,coffee,jammie dodgers,sandwich,smoothies,tiffin"
4378,2017-08-01 12:31:00,afternoon,weekend,"bread,coffee"
4379,2017-08-01 12:46:00,afternoon,weekend,"coffee,sandwich"
4380,2017-08-01 12:55:00,afternoon,weekend,bread
4381,2017-08-01 12:56:00,afternoon,weekend,bread
4382,2017-08-01 12:59:00,afternoon,weekend,coffee
4383,2017-08-01 13:00:00,afternoon,weekend,bread
4384,2017-08-01 13:07:00,afternoon,weekend,coffee
4385,2017-08-01 13:13:00,afternoon,weekend,"cake,jammie dodgers,tiffin,vegan mincepie"
4386,2017-08-01 13:18:00,afternoon,weekend,farm house
4387,2017-08-01 13:23:00,afternoon,weekend,"tea,the nomad"
4388,2017-08-01 13:25:00,afternoon,weekend,bread
4389,2017-08-01 13:30:00,afternoon,weekend,"coffee,cookies,hot chocolate,sandwich"
4390,2017-08-01 13:39:00,afternoon,weekend,coffee
4391,2017-08-01 13:55:00,afternoon,weekend,"cake,coffee"
4392,2017-08-01 14:03:00,afternoon,weekend,"coffee,muffin,the nomad,truffles"
4393,2017-08-01 14:05:00,afternoon,weekend,"bread,coffee,frittata,sandwich,the nomad"
4394,2017-08-01 14:14:00,afternoon,weekend,coffee
4395,2017-08-01 14:15:00,afternoon,weekend,coffee
4396,2017-08-01 14:23:00,afternoon,weekend,"bread,sandwich"
4397,2017-08-01 14:37:00,afternoon,weekend,coffee
4398,2017-08-01 14:40:00,afternoon,weekend,"bread,cake,coffee,tiffin"
4399,2017-08-01 14:53:00,afternoon,weekend,"bread,muffin,the nomad,tiffin,truffles"
4400,2017-08-01 14:56:00,afternoon,weekend,tea
4401,2017-08-01 14:57:00,afternoon,weekend,juice
4402,2017-08-01 15:02:00,afternoon,weekend,"bread,vegan mincepie"
4403,2017-08-01 15:11:00,afternoon,weekend,"bread,coffee,hearty & seasonal,medialuna"
4404,2017-08-01 15:21:00,afternoon,weekend,"hot chocolate,tea"
4405,2017-08-01 15:28:00,afternoon,weekend,afternoon with the baker
4406,2017-09-01 08:35:00,morning,weekday,bread
4407,2017-09-01 08:51:00,morning,weekday,coffee
4408,2017-09-01 09:01:00,morning,weekday,bread
4409,2017-09-01 09:01:00,morning,weekday,bread
4410,2017-09-01 09:18:00,morning,weekday,tea
4411,2017-09-01 09:40:00,morning,weekday,"juice,pastry"
4412,2017-09-01 09:41:00,morning,weekday,coffee
4413,2017-09-01 09:43:00,morning,weekday,coffee
4414,2017-09-01 09:47:00,morning,weekday,bread
4415,2017-09-01 10:04:00,morning,weekday,"coffee,cookies,toast"
4416,2017-09-01 10:07:00,morning,weekday,bread
4417,2017-09-01 10:09:00,morning,weekday,"coffee,medialuna,pastry"
4418,2017-09-01 10:13:00,morning,weekday,"coffee,muffin"
4419,2017-09-01 10:18:00,morning,weekday,coffee
4420,2017-09-01 10:21:00,morning,weekday,"bread,scone"
4421,2017-09-01 10:28:00,morning,weekday,"coffee,muffin"
4422,2017-09-01 10:58:00,morning,weekday,bread
4423,2017-09-01 11:00:00,morning,weekday,"coffee,tea"
4424,2017-09-01 11:03:00,morning,weekday,"juice,medialuna,pastry"
4425,2017-09-01 11:11:00,morning,weekday,"coffee,pastry"
4426,2017-09-01 11:30:00,morning,weekday,"coffee,cookies,scone"
4427,2017-09-01 11:36:00,morning,weekday,"coffee,tea"
4428,2017-09-01 11:55:00,morning,weekday,coffee
4429,2017-09-01 11:59:00,morning,weekday,farm house
4430,2017-09-01 12:02:00,afternoon,weekday,"coke,juice,medialuna"
4431,2017-09-01 12:38:00,afternoon,weekday,coffee
4432,2017-09-01 12:39:00,afternoon,weekday,coffee
4433,2017-09-01 12:57:00,afternoon,weekday,"cake,coffee,tea"
4434,2017-09-01 13:00:00,afternoon,weekday,coffee
4435,2017-09-01 13:17:00,afternoon,weekday,"coffee,sandwich,scone"
4436,2017-09-01 13:39:00,afternoon,weekday,"tea,toast"
4437,2017-09-01 13:40:00,afternoon,weekday,coffee
4438,2017-09-01 13:44:00,afternoon,weekday,bread
4439,2017-09-01 13:45:00,afternoon,weekday,farm house
4440,2017-09-01 14:00:00,afternoon,weekday,"jammie dodgers,scone,tea"
4441,2017-09-01 14:30:00,afternoon,weekday,"coffee,scone"
4442,2017-09-01 14:48:00,afternoon,weekday,"cake,the nomad"
4443,2017-09-01 14:52:00,afternoon,weekday,"cake,coffee,medialuna"
4444,2017-09-01 14:54:00,afternoon,weekday,"farm house,jammie dodgers"
4445,2017-09-01 15:13:00,afternoon,weekday,"bread,coffee,tea"
4446,2017-09-01 15:57:00,afternoon,weekday,"bread,tea"
4447,2017-09-01 16:28:00,afternoon,weekday,"cookies,tea"
4448,2017-10-01 08:38:00,morning,weekday,bread
4449,2017-10-01 09:02:00,morning,weekday,coffee
4450,2017-10-01 09:40:00,morning,weekday,bread
4451,2017-10-01 09:44:00,morning,weekday,"coffee,farm house"
4452,2017-10-01 09:53:00,morning,weekday,farm house
4453,2017-10-01 09:57:00,morning,weekday,"cookies,tea"
4454,2017-10-01 10:04:00,morning,weekday,coffee
4455,2017-10-01 10:17:00,morning,weekday,bread
4456,2017-10-01 10:52:00,morning,weekday,"bread,hot chocolate,pastry"
4457,2017-10-01 10:58:00,morning,weekday,"cake,coffee"
4458,2017-10-01 11:37:00,morning,weekday,tea
4459,2017-10-01 11:40:00,morning,weekday,bread
4460,2017-10-01 11:51:00,morning,weekday,bread
4461,2017-10-01 11:56:00,morning,weekday,"coffee,scone"
4462,2017-10-01 11:57:00,morning,weekday,"coffee,scone"
4463,2017-10-01 11:58:00,morning,weekday,coffee
4464,2017-10-01 12:13:00,afternoon,weekday,"cake,coffee,farm house,scandinavian,toast"
4465,2017-10-01 12:21:00,afternoon,weekday,"bread,coffee"
4468,2017-10-01 12:30:00,afternoon,weekday,"coffee,farm house"
4471,2017-10-01 12:39:00,afternoon,weekday,"sandwich,tea"
4472,2017-10-01 12:40:00,afternoon,weekday,muffin
4475,2017-10-01 12:44:00,afternoon,weekday,"coffee,sandwich,scone"
4476,2017-10-01 12:46:00,afternoon,weekday,farm house
4477,2017-10-01 13:00:00,afternoon,weekday,sandwich
4478,2017-10-01 13:03:00,afternoon,weekday,"bread,coffee"
4479,2017-10-01 13:19:00,afternoon,weekday,tea
4480,2017-10-01 13:26:00,afternoon,weekday,sandwich
4482,2017-10-01 13:30:00,afternoon,weekday,coke
4483,2017-10-01 13:35:00,afternoon,weekday,jammie dodgers
4484,2017-10-01 13:38:00,afternoon,weekday,"frittata,muffin,pastry,scone"
4485,2017-10-01 13:44:00,afternoon,weekday,cake
4486,2017-10-01 13:45:00,afternoon,weekday,"coffee,pastry"
4487,2017-10-01 13:47:00,afternoon,weekday,cake
4489,2017-10-01 14:07:00,afternoon,weekday,"coffee,hearty & seasonal,tea"
4490,2017-10-01 14:13:00,afternoon,weekday,"bread,fudge"
4491,2017-10-01 14:40:00,afternoon,weekday,coffee
4492,2017-10-01 15:02:00,afternoon,weekday,bread
4493,2017-10-01 15:05:00,afternoon,weekday,"cake,coffee"
4494,2017-10-01 15:31:00,afternoon,weekday,coffee
4495,2017-10-01 15:54:00,afternoon,weekday,coffee
4496,2017-10-01 15:56:00,afternoon,weekday,tea
4497,2017-10-01 16:29:00,afternoon,weekday,bread
4498,2017-10-01 16:31:00,afternoon,weekday,bread
4499,2017-10-01 16:32:00,afternoon,weekday,bread
4500,2017-11-01 08:19:00,morning,weekday,"coffee,muffin,toast"
4501,2017-11-01 09:09:00,morning,weekday,"coffee,hot chocolate,medialuna"
4502,2017-11-01 09:16:00,morning,weekday,bread
4503,2017-11-01 09:36:00,morning,weekday,"bread,pastry"
4504,2017-11-01 09:38:00,morning,weekday,bread
4505,2017-11-01 09:39:00,morning,weekday,coffee
4506,2017-11-01 09:49:00,morning,weekday,"sandwich,tea"
4507,2017-11-01 09:56:00,morning,weekday,coffee
4508,2017-11-01 10:27:00,morning,weekday,"coffee,farm house,medialuna"
4509,2017-11-01 10:40:00,morning,weekday,"coffee,muffin"
4510,2017-11-01 10:41:00,morning,weekday,"coffee,hot chocolate"
4511,2017-11-01 10:42:00,morning,weekday,coffee
4512,2017-11-01 10:43:00,morning,weekday,"muffin,tea,tiffin,toast"
