amphurEN,amphurTH,changwat,lat,long,pop,area,zip
Phanom Dong Rak,พนมดงรัก,Surin,14.44556,103.30444,35968.0,107.4,32140.0
Phanom Phrai,พนมไพร,Roi Et,15.678329999999999,104.11,75140.0,144.7,45140.0
Phanom Sarakham,พนมสารคาม,Chachoengsao,13.744720000000001,101.34722,79899.0,142.0,24120.0
Phanom Thuan,พนมทวน,Kanchanaburi,14.130279999999999,99.69889,51979.0,97.0,71140.0
Phan Thong,พานทอง,Chonburi,13.47056,101.09694,44859.0,259.3,20160.0
Phasi Charoen,ภาษีเจริญ,Krung Thep Maha Nakhon,13.714720000000002,100.43722,137473.0,7708.0,10160.0
Phato,พะโต๊ะ,Chumphon,9.79167,98.77667,22633.0,23.9,86180.0
Mueang Phatthalung,เมืองพัทลุง,Phatthalung,7.61833,100.07333,119680.0,280.0,93000.0
Phatthana Nikhom,พัฒนานิคม,Lopburi,14.85583,100.99,61306.0,118.6,15140.0
Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,Maha Sarakham,15.51639,103.19360999999999,88124.0,214.5,44110.0
Phaya Mengrai,พญาเม็งราย,Chiang Rai,19.84889,100.15361,41972.0,67.7,57290.0
Mueang Phayao,เมืองพะเยา,Phayao,19.19194,99.87861,125818.0,143.8,56000.0
Phaya Thai,พญาไท,Krung Thep Maha Nakhon,13.78,100.54278000000001,90557.0,9.437999999999999,10400.0
Phayu,พยุห์,Sisaket,14.903329999999999,104.39166999999999,36325.0,161.1,33230.0
Phayuha Khiri,พยุหะคีรี,Nakhon Sawan,15.48722,100.14,62508.0,84.7,60130.0
Phen,เพ็ญ,Udon Thani,17.69528,102.90722,110190.0,121.3,41150.0
Phetchabun,เมืองเพชรบูรณ์,Phetchabun,16.44306,101.14917,211227.0,92.6,67000.0
Mueang Phetchaburi,เมืองเพชรบุรี,Phetchaburi,13.111939999999999,99.94389,115000.0,405.1,76000.0
Phibun Mangsahan,พิบูลมังสาหาร,Ubon Ratchathani,15.244439999999999,105.22888999999999,127357.0,99.5,34110.0
Phibun Rak,พิบูลย์รักษ์,Udon Thani,17.54917,103.0575,24185.0,129.7,41130.0
Phichai,พิชัย,Uttaradit,17.286939999999998,100.0875,77536.0,105.2,53120.0
Mueang Phichit,เมืองพิจิตร,Phichit,16.43833,100.35,112779.0,153.0,66000.0
Phimai,พิมาย,Nakhon Ratchasima,15.22056,102.48583,130296.0,145.3,30110.0
Phipun,พิปูน,Nakhon Si Thammarat,8.56,99.60833000000001,27578.0,75.8,80270.0
Mueang Phitsanulok,เมืองพิษณุโลก,Phitsanulok,16.824720000000003,100.25944,264387.0,352.1,65000.0
Phlapphla Chai,พลับพลาชัย,Buriram,14.73,103.16833000000001,42773.0,122.3,31250.0
Pho Chai,โพธิ์ชัย,Roi Et,16.323610000000002,103.76916999999999,56917.0,144.3,45230.0
Phon,พล,Khon Kaen,15.815829999999998,102.59861,86911.0,99.6,40120.0
Phon Charoen,พรเจริญ,Bueng Kan,18.031670000000002,103.70833,42109.0,113.0,38180.0
Phon Na Kaeo,โพนนาแก้ว,Sakon Nakhon,17.22111,104.29,35579.0,101.1,47230.0
Phon Phisai,โพนพิสัย,Nong Khai,18.02194,103.07722,96580.0,149.1,43120.0
Phon Sai,โพนทราย,Roi Et,15.487779999999999,103.99639,27420.0,127.0,45240.0
Phon Sawan,โพนสวรรค์,Nakhon Phanom,17.45639,104.46861,54352.0,75.6,48190.0
Phon Thong,โพนทอง,Roi Et,16.3,103.97806,108348.0,150.7,45110.0
Phop Phra,พบพระ,Tak,16.386110000000002,98.69028,63336.0,62.9,63160.0
Pho Prathap Chang,โพธิ์ประทับช้าง,Phichit,16.31111,100.275,43684.0,115.4,66190.0
Pho Sai,โพธิ์ไทร,Ubon Ratchathani,15.825829999999998,105.26083,42142.0,140.0,34340.0
Pho Si Suwan,โพธิ์ศรีสุวรรณ,Sisaket,15.231670000000001,104.07667,23519.0,211.7,33120.0
Pho Tak,โพธิ์ตาก,Nong Khai,17.87667,102.41,14886.0,145.2,43130.0
Pho Thale,โพทะเล,Phichit,16.075,100.30333,60781.0,127.1,66130.0
Photharam,โพธาราม,Ratchaburi,13.69222,99.85361,128434.0,308.0,70120.0
Pho Thong,โพธิ์ทอง,Ang Thong,14.666939999999999,100.40805999999999,53135.0,242.2,14120.0
Mueang Phrae,เมืองแพร่,Phrae,18.14556,100.14139,123811.0,163.7,54000.0
Phrai Bueng,ไพรบึง,Sisaket,14.74833,104.36166999999999,47725.0,191.82,33180.0
Phra Khanong,พระโขนง,Krung Thep Maha Nakhon,13.70222,100.60167,98957.0,7075.0,10260.0
Phra Nakhon,พระนคร,Krung Thep Maha Nakhon,13.764439999999999,100.49916999999999,61374.0,11158.9,10200.0
Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,Ayutthaya,14.35222,100.57667,136467.0,1053.13,13000.0
Phran Kratai,พรานกระต่าย,Kamphaeng Phet,16.664720000000003,99.58861,68529.0,87.6,62110.0
Phrao,พร้าว,Chiang Mai,19.36583,99.20222,52222.0,45.5,50190.0
Phra Phrom,พระพรหม,Nakhon Si Thammarat,8.338330000000001,99.90167,41774.0,282.3,80000.0
Phra Phutthabat,พระพุทธบาท,Saraburi,14.72556,100.79528,70.354,245.1,18120.0
Phra Pradaeng,พระประแดง,Samut Prakan,13.65833,100.53389,207141.0,2822.0,10130.0
Phrasaeng,พระแสง,Surat Thani,8.56833,99.24833000000001,63774.0,63.7,84210.0
Phra Samut Chedi,พระสมุทรเจดีย์,Samut Prakan,13.568610000000001,100.56166999999999,100022.0,830.9,10290.0
Phra Thong Kham,พระทองคำ,Nakhon Ratchasima,15.30667,101.98167,44232.0,123.0,30220.0
Phra Yuen,พระยืน,Khon Kaen,16.32389,102.64860999999999,34064.0,198.0,40320.0
Phrom Buri,พรหมบุรี,Singburi,14.79111,100.45361,24306.0,294.6,16120.0
Phrom Khiri,พรหมคีรี,Nakhon Si Thammarat,8.52167,99.825,36906.0,114.79,80320.0
Phrom Phiram,พรหมพิราม,Phitsanulok,17.03333,100.20194000000001,89163.0,107.8,65150.0
Phu Kamyao,ภูกามยาว,Phayao,19.27167,99.97,22659.0,106.0,56000.0
Mueang Phuket,เมืองภูเก็ต,Phuket,7.89,98.385,196733.0,878.3,83000.0
Phu Khiao,ภูเขียว,Chaiyaphum,16.37639,102.12861,120792.0,150.7,36110.0
Phu Kradueng,ภูกระดึง,Loei,16.88417,101.88444,33438.0,47.2,42180.0
Phu Luang,ภูหลวง,Loei,17.14,101.665,23069.0,38.8,42230.0
Phunphin,พุนพิน,Surat Thani,9.10972,99.23194000000001,89908.0,72.8,84130.0
Phu Pha Man,ภูผาม่าน,Khon Kaen,16.645,101.90389,22229.0,78.1,40350.0
Phu Phan,ภูพาน,Sakon Nakhon,17.0,103.96556,36050.0,64.5,47180.0
Phu Phiang,ภูเพียง,Nan,18.74278,100.79916999999999,35535.0,70.0,55000.0
Phu Ruea,ภูเรือ,Loei,17.455,101.36333,21182.0,23.5,42160.0
Phu Sang,ภูซาง,Phayao,19.59917,100.32417,31407.0,107.0,56110.0
Phu Sing,ภูสิงห์,Sisaket,14.54667,104.13167,50585.0,53.8,33140.0
Phutthaisong,พุทไธสง,Buriram,15.548329999999998,103.025,46367.0,157.9,31120.0
Phutthamonthon,พุทธมณฑล,Nakhon Pathom,13.80194,100.32167,28275.0,541.0,73170.0
Phu Wiang,ภูเวียง,Khon Kaen,16.65444,102.37694,71597.0,115.1,40150.0
Plaeng Yao,แปลงยาว,Chachoengsao,13.58472,101.28416999999999,36607.0,154.3,24190.0
Plai Phraya,ปลายพระยา,Krabi,8.53333,98.86278,35434.0,81.8,81160.0
Pla Pak,ปลาปาก,Nakhon Phanom,17.18056,104.52611,50955.0,93.1,48160.0
Pluak Daeng,ปลวกแดง,Rayong,12.97222,101.21528,34878.0,146.9,21140.0
Pom Prap Sattru Phai,ป้อมปราบศัตรูพ่าย,Krung Thep Maha Nakhon,13.75806,100.51306,72040.0,37307.0,10100.0
Pong,ปง,Phayao,19.148329999999998,100.275,53212.0,29.8,56140.0
Pong Nam Ron,โป่งน้ำร้อน,Chanthaburi,12.90583,102.26278,38115.0,41.1,22140.0
Prachaksinlapakhom,ประจักษ์ศิลปาคม,Udon Thani,17.272779999999997,102.99417,24693.0,215.1,41110.0
Prachantakham,ประจันตคาม,Prachinburi,14.064720000000001,101.51528,52570.0,58.2,25130.0
Prachin Buri,ปราจีนบุรี,Prachinburi,14.050556,101.366667,106239.0,235.1,25000.0
Mueang Prachuap Khiri Khan,เมืองประจวบคีรีขันธ์,Prachuap Khiri Khan,11.80833,99.79666999999999,90869.0,109.48,77000.0
Prakhon Chai,ประโคนชัย,Buriram,14.606670000000001,103.12167,132141.0,147.3,31140.0
Pran Buri,ปราณบุรี,Prachuap Khiri Khan,12.395,99.91667,73634.0,96.2,77120.0
Prang Ku,ปรางค์กู่,Sisaket,14.856670000000001,104.04,68208.0,238.9,33170.0
Prasat,ปราสาท,Surin,14.64056,103.40472,153638.0,169.1,32140.0
Prathai,ประทาย,Nakhon Ratchasima,15.53333,102.72278,77780.0,127.7,30180.0
Prawet,ประเวศ,Krung Thep Maha Nakhon,13.71694,100.69444,134189.0,2556.0,10200.0
Pua,ปัว,Nan,19.17417,100.91667,64263.0,98.0,55120.0
Pueai Noi,เปือยน้อย,Khon Kaen,15.87139,102.90556,19917.0,114.1,40340.0
Raman,รามัน,Yala,6.478330000000001,101.42416999999999,85187.0,142.2,95140.0
Ra-ngae,ระแงะ,Narathiwat,6.29639,101.72833,144259.0,331.2,96130.0
Mueang Ranong,เมืองระนอง,Ranong,9.96722,98.63389000000001,90569.0,126.9,85000.0
Ranot,ระโนด,Songkhla,7.768330000000001,100.32333,67551.0,90.5,90140.0
Rasi Salai,ราษีไศล,Sisaket,15.340279999999998,104.15389,82333.0,163.1,33160.0
Rat Burana,ราษฎร์บูรณะ,Krung Thep Maha Nakhon,13.682220000000001,100.50556,95041.0,6022.0,10140.0
Mueang Ratchaburi,เมืองราชบุรี,Ratchaburi,13.528329999999999,99.81166999999999,183528.0,426.5,70000.0
Ratchasan,ราชสาส์น,Chachoengsao,13.78222,101.28166999999999,12733.0,94.4,24120.0
Ratchathewi,ราชเทวี,Krung Thep Maha Nakhon,13.75889,100.53444,101892.0,14299.0,10400.0
Ratsada,รัษฎา,Trang,7.975,99.63333,26381.0,113.5,92160.0
Rattanaburi,รัตนบุรี,Surin,15.320279999999999,103.85694000000001,94060.0,463.8,32130.0
Rattanawapi,รัตนวาปี,Nong Khai,18.22,103.18,36920.0,181.0,43120.0
Rattaphum,รัตภูมิ,Songkhla,7.135,100.27333,67961.0,114.8,90180.0
Mueang Rayong,เมืองระยอง,Rayong,12.668330000000001,101.275,229657.0,410.3,21000.0
Renu Nakhon,เรณูนคร,Nakhon Phanom,17.05611,104.67971999999999,45264.0,178.2,48170.0
Mueang Roi Et,เมืองร้อยเอ็ด,Roi Et,16.05333,103.65333000000001,153567.0,311.1,45000.0
Rong Kham,ร่องคำ,Kalasin,16.26667,103.74056,16444.0,200.3,46210.0
Rong Kwang,ร้องกวาง,Phrae,18.33972,100.3175,51016.0,81.4,54140.0
Ron Phibun,ร่อนพิบูลย์,Nakhon Si Thammarat,8.18,99.855,82754.0,246.7,80130.0
Rueso,รือเสาะ,Narathiwat,6.3947199999999995,101.51833,62893.0,134.3,96180.0
Saba Yoi,สะบ้าย้อย,Songkhla,6.61833,100.95167,63496.0,74.4,90210.0
Sa Bot,สระโบสถ์,Lopburi,15.195279999999999,100.84861,21279.0,698.0,15240.0
Sadao,สะเดา,Songkhla,6.638610000000001,100.42389,120306.0,116.5,90120.0
Sahatsakhan,สหัสขันธ์,Kalasin,16.71333,103.52,41536.0,131.3,46140.0
Sai Buri,สายบุรี,Pattani,6.701389999999999,101.6175,64260.0,353.6,94110.0
Sai Mai,สายไหม,Krung Thep Maha Nakhon,13.919170000000001,100.64583,161749.0,3625.0,10220.0
Sai Mun,ทรายมูล,Yasothon,15.93944,104.20889,31092.0,114.0,35170.0
Sai Ngam,ไทรงาม,Kamphaeng Phet,16.47222,99.89667,51183.0,114.0,62150.0
Sai Noi,ไทรน้อย,Nonthaburi,13.97889,100.31361,55000.0,295.7,11150.0
Sai Thong Watthana,ทรายทองวัฒนา,Kamphaeng Phet,16.31222,99.83111,23971.0,94.7,62190.0
Sai Yok,อำเภอไทรโยค,Kanchanaburi,14.11556,99.14444,51692.0,18.9,71150.0
Mueang Sa Kaeo,เมืองสระแก้ว,Sa Kaeo,13.814720000000001,102.07194,107092.0,58.0,27000.0
Sakhrai,สระใคร,Nong Khai,17.675,102.75056,25247.0,119.7,43150.0
Sak Lek,สากเหล็ก,Phichit,16.50972,100.46944,24376.0,138.2,66160.0
Mueang Sakon Nakhon,เมืองสกลนคร,Sakon Nakhon,17.15556,104.13389000000001,188898.0,184.6,47000.0
Sam Chai,สามชัย,Kalasin,16.863329999999998,103.53833,25222.0,45.8,46180.0
Sam Chuk,สามชุก,Suphanburi,14.755279999999999,100.09472,58223.0,163.6,72130.0
Sam Khok,สามโคก,Pathum Thani,14.06528,100.5225,48927.0,515.0,12160.0
Samko,สามโก้,Ang Thong,14.60556,100.24472,17589.0,202.4,14160.0
Sam Ngam,สามง่าม,Phichit,16.50889,100.20472,43933.0,130.4,66140.0
Sam Ngao,สามเงา,Tak,17.24333,99.0225,32483.0,11.7,63130.0
Samoeng,สะเมิง,Chiang Mai,18.84806,98.7325,23236.0,25.9,50250.0
Samphanthawong,สัมพันธวงศ์,Krung Thep Maha Nakhon,13.73139,100.51417,35547.0,25104.0,10100.0
Sam Phran,สามพราน,Nakhon Pathom,13.72417,100.21667,171562.0,688.0,73110.0
Sam Roi Yot,สามร้อยยอด,Prachuap Khiri Khan,12.270560000000001,99.87194000000001,47845.0,54.87,77180.0
Samrong,สำโรง,Ubon Ratchathani,15.008329999999999,104.78222,51959.0,124.9,34360.0
Samrong Thap,สำโรงทาบ,Surin,15.0225,103.93611,52459.0,139.8,32170.0
Sam Sung,ซำสูง,Khon Kaen,16.54306,103.07972,23672.0,202.8,40170.0
Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,13.60056,100.59666999999999,460141.0,2415.0,10270.0
Mueang Samut Sakhon,เมืองสมุทรสาคร,Samut Sakhon,13.548329999999998,100.27333,237045.0,482.0,74000.0
Mueang Samut Songkhram,เมืองสมุทรสงคราม,Samut Songkhram,13.413889999999999,100.00333,103559.0,610.8,75000.0
Sanam Chai Khet,สนามชัยเขต,Chachoengsao,13.65833,101.43889,69281.0,41.6,24160.0
Sangkha,สังขะ,Surin,14.63611,103.85278000000001,126872.0,124.4,32150.0
Sangkhla Buri,สังขละบุรี,Kanchanaburi,15.155560000000001,98.45333000000001,40162.0,12.0,71240.0
Sangkhom,สังคม,Nong Khai,18.06417,102.27333,22998.0,51.1,43160.0
Sang Khom,สร้างคอม,Udon Thani,17.82556,103.08861,28441.0,99.0,41260.0
San Kamphaeng,สันกำแพง,Chiang Mai,18.745279999999998,99.12028000000001,73721.0,372.6,50130.0
Sankhaburi,สรรคบุรี,Chainat,15.047220000000001,100.16167,67333.0,192.8,17140.0
Sanom,สนม,Surin,15.198889999999999,103.76167,45268.0,223.0,32160.0
San Pa Tong,สันป่าตอง,Chiang Mai,18.628610000000002,98.89556,75600.0,431.2,50120.0
San Sai,สันทราย,Chiang Mai,18.84861,99.045,105771.0,371.1,50210.0
Santi Suk,สันติสุข,Nan,18.91333,100.94139,15695.0,38.0,55000.0
Sao Hai,เสาไห้,Saraburi,14.550279999999999,100.8575,30292.0,270.9,18160.0
Saphan Sung,สะพานสูง,Krung Thep Maha Nakhon,13.77,100.68472,81784.0,2908.0,10240.0
Sapphaya,สรรพยา,Chainat,15.1375,100.24306,44553.0,195.2,17150.0
Sap Yai,ซับใหญ่,Chaiyaphum,15.641670000000001,101.63,13466.0,78.8,36130.0
Mueang Saraburi,เมืองสระบุรี,Saraburi,14.527220000000002,100.90972,106107.0,351.8,18000.0
Saraphi,สารภี,Chiang Mai,18.71333,99.03639,74782.0,767.4,50140.0
Sathing Phra,สทิงพระ,Songkhla,7.473330000000001,100.43833000000001,50089.0,417.4,90190.0
Sathon,สาทร,Krung Thep Maha Nakhon,13.708060000000001,100.52639,107159.0,11490.0,10120.0
Sattahip,สัตหีบ,Chonburi,12.66306,100.90556,137599.0,412.7,20180.0
Satuek,สตึก,Buriram,15.2975,103.29194,109221.0,136.0,31150.0
Mueang Satun,เมืองสตูล,Satun,6.62333,100.06667,101557.0,115.4,91000.0
Sawaeng Ha,แสวงหา,Ang Thong,14.751389999999999,100.32472,34734.0,187.4,14150.0
Sawang Arom,สว่างอารมณ์,Uthai Thani,15.58389,99.86083,31092.0,91.1,61150.0
Sawang Daen Din,สว่างแดนดิน,Sakon Nakhon,17.475,103.45833,146897.0,151.4,47110.0
Sawang Wirawong,สว่างวีรวงศ์,Ubon Ratchathani,15.241389999999999,105.09222,30170.0,110.0,34190.0
Sawankhalok,สวรรคโลก,Sukhothai,17.316670000000002,99.83166999999999,87735.0,151.7,64110.0
Sawi,สวี,Chumphon,10.253060000000001,99.09444,69340.0,77.2,86130.0
Seka,เซกา,Bueng Kan,17.92833,103.95333000000001,83137.0,82.3,38150.0
Selaphum,เสลภูมิ,Roi Et,16.03333,103.93389,122100.0,154.1,45120.0
Sena,เสนา,Ayutthaya,14.32722,100.40444000000001,64436.0,313.4,13110.0
Senangkhanikhom,เสนางคนิคม,Amnat Charoen,16.03833,104.67,40188.0,76.4,37290.0
Si Banphot,ศรีบรรพต,Phatthalung,7.72,99.88333,16465.0,75.4,93190.0
Si Bun Rueang,ศรีบุญเรือง,Nongbua Lamphu,16.96583,102.28,107804.0,129.8,39180.0
Si Chiang Mai,ศรีเชียงใหม่,Nong Khai,17.95639,102.58944,31132.0,157.2,43130.0
Si Chomphu,สีชมพู,Khon Kaen,16.800279999999997,102.18778,78220.0,147.9,40220.0
Sichon,สิชล,Nakhon Si Thammarat,9.00667,99.90167,83981.0,119.4,80120.0
Sida,สีดา,Nakhon Ratchasima,15.5425,102.56583,24540.0,144.3,30430.0
Sikao,สิเกา,Trang,7.57167,99.345,34486.0,63.6,92150.0
Sikhio,สีคิ้ว,Nakhon Ratchasima,14.891670000000001,101.72333,121356.0,97.3,30140.0
Sikhoraphum,ศีขรภูมิ,Surin,14.946670000000001,103.79167,138020.0,245.8,32150.0
Sila Lat,ศิลาลาด,Sisaket,15.473329999999999,104.07167,20857.0,158.2,33160.0
Si Maha Phot,ศรีมหาโพธิ,Prachinburi,13.98306,101.51306,58835.0,144.5,25140.0
Si Mahosot,ศรีมโหสถ,Prachinburi,13.881670000000002,101.40666999999999,18137.0,138.6,25190.0
Si Mueang Mai,ศรีเมืองใหม่,Ubon Ratchathani,15.49528,105.27861000000001,65443.0,50.0,34250.0
Si Nakhon,ศรีนคร,Sukhothai,17.34806,99.99083,27374.0,88.3,64180.0
Si Narong,ศรีณรงค์,Surin,14.76694,103.87472,46029.0,112.3,32150.0
Mueang Sing Buri,เมืองสิงห์บุรี,Singburi,14.888329999999998,100.40472,58044.0,516.4,16000.0
Singhanakhon,สิงหนคร,Songkhla,7.23833,100.55278,79281.0,347.7,90330.0
Si Prachan,ศรีประจันต์,Suphanburi,14.619720000000001,100.14444,64995.0,359.1,72140.0
Si Racha,ศรีราชา,Chonburi,13.174439999999999,100.93056,167896.0,272.0,20110.0
Si Rattana,ศรีรัตนะ,Sisaket,14.79333,104.46972,51933.0,219.4,33240.0
Sirindhorn,สิรินธร,Ubon Ratchathani,15.201670000000002,105.39833,48156.0,130.2,34350.0
Mueang Si Sa Ket,เมืองศรีสะเกษ,Sisaket,15.120560000000001,104.32222,135512.0,233.9,33000.0
Si Sakhon,ศรีสาคร,Narathiwat,6.23139,101.5,31576.0,63.1,96210.0
Si Samrong,ศรีสำโรง,Sukhothai,17.164720000000003,99.86194,73810.0,130.5,64120.0
Si Satchanalai,ศรีสัชนาลัย,Sukhothai,17.517220000000002,99.76028000000001,95198.0,46.4,64130.0
Si Sawat,ศรีสวัสดิ์,Kanchanaburi,14.59917,99.11389,23700.0,7.2,71250.0
Si Somdet,ศรีสมเด็จ,Roi Et,15.98722,103.51083,37161.0,170.9,45000.0
Si Songkhram,ศรีสงคราม,Nakhon Phanom,17.62722,104.25056,65952.0,98.2,48150.0
Si That,ศรีธาตุ,Udon Thani,16.97278,103.21667,47888.0,93.4,41230.0
Si Thep,ศรีเทพ,Phetchabun,15.45333,101.06721999999999,63300.0,78.1,67170.0
Si Wilai,ศรีวิไล,Bueng Kan,18.17667,103.75,38899.0,151.5,43210.0
Soem Ngam,เสริมงาม,Lampang,18.065279999999998,99.24722,32714.0,51.8,52130.0
Soeng Sang,เสิงสาง,Nakhon Ratchasima,14.426110000000001,102.46056,68387.0,53.6,30330.0
Soi Dao,สอยดาว,Chanthaburi,13.137220000000001,102.21889,62340.0,85.0,22180.0
Somdet,สมเด็จ,Kalasin,16.704439999999998,103.75,61380.0,135.2,46150.0
Song,สอง,Phrae,18.47,100.18333,53687.0,33.0,54120.0
Song Dao,ส่องดาว,Sakon Nakhon,17.335,103.46333,32439.0,102.1,47190.0
Mueang Songkhla,เมืองสงขลา,Songkhla,7.2069399999999995,100.59639,163072.0,948.7,90000.0
Song Khwae,สองแคว,Nan,19.359720000000003,100.70083000000001,11765.0,22.0,55160.0
Song Phi Nong,สองพี่น้อง,Suphanburi,14.22361,100.02111,126905.0,173.3,72110.0
So Phisai,โซ่พิสัย,Bueng Kan,18.078329999999998,103.44333,69450.0,68.6,38170.0
Sop Moei,สบเมย,Mae Hong Son,17.96194,97.93333,41726.0,29.5,58110.0
Sop Prap,สบปราบ,Lampang,17.88083,99.33722,28515.0,56.8,52170.0
Srinagarindra,ศรีนครินทร์,Phatthalung,7.57333,99.94167,25412.0,112.6,93000.0
Suan Luang,สวนหลวง,Krung Thep Maha Nakhon,13.730279999999999,100.65139,114940.0,4.854,10250.0
Suan Phueng,สวนผึ้ง,Ratchaburi,13.54333,99.34,30252.0,30.1,70180.0
Sukhirin,สุคิริน,Narathiwat,5.93889,101.77056,22194.0,43.3,96190.0
Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,17.00778,99.82306,106397.0,185.0,64000.0
Suk Samran,สุขสำราญ,Ranong,9.34472,98.42944,11046.0,28.0,85120.0
Su-ngai Kolok,สุไหงโก-ลก,Narathiwat,6.02944,101.96611,69757.0,504.4,96120.0
Su-ngai Padi,สุไหงปาดี,Narathiwat,6.08528,101.88028,54095.0,145.2,96140.0
Sung Men,สูงเม่น,Phrae,18.05194,100.11166999999999,80129.0,213.7,54130.0
Sung Noen,สูงเนิน,Nakhon Ratchasima,14.9,101.82167,75990.0,97.1,30170.0
Suphan Buri,สุพรรณบุรี,Suphanburi,14.484444,100.123611,158087.0,292.3,72000.0
Mueang Surat Thani,เมืองสุราษฎร์ธานี,Surat Thani,9.136389999999999,99.32028000000001,166891.0,713.8,84100.0
Mueang Surin,เมืองสุรินทร์,Surin,14.881670000000002,103.49333,257845.0,281.1,32000.0
Suwannakhuha,สุวรรณคูหา,Nongbua Lamphu,17.56333,102.27972,66277.0,102.6,39270.0
Suwannaphum,สุวรรณภูมิ,Roi Et,15.60917,103.80028,116917.0,105.6,45130.0
Mueang Tak,เมืองตาก,Tak,16.88167,99.12361,98493.0,61.6,63000.0
Tak Bai,ตากใบ,Narathiwat,6.25889,102.055,66579.0,257.5,96110.0
Tak Fa,ตากฟ้า,Nakhon Sawan,15.34583,100.49472,41192.0,72.2,60190.0
Takhli,ตาคลี,Nakhon Sawan,15.263060000000001,100.34361,114912.0,134.5,60140.0
Takua Pa,ตะกั่วป่า,Phang Nga,8.869439999999999,98.34306,41240.0,72.5,82110.0
Takua Thung,ตะกั่วทุ่ง,Phang Nga,8.39222,98.45194000000001,40392.0,66.1,82130.0
Taling Chan,ตลิ่งชัน,Krung Thep Maha Nakhon,13.77694,100.45666999999999,105.20200000000001,3536.0,10170.0
Tamot,ตะโหมด,Phatthalung,7.34,100.11166999999999,27982.0,105.9,93160.0
Tan Sum,ตาลสุม,Ubon Ratchathani,15.315560000000001,105.155,31164.0,62.1,34330.0
Tao Ngoi,เต่างอย,Sakon Nakhon,16.99667,104.1675,23043.0,159.0,47260.0
Taphan Hin,ตะพานหิน,Phichit,16.215,100.42166999999999,70573.0,152.1,66110.0
Ta Phraya,ตาพระยา,Sa Kaeo,14.006110000000001,102.80583,52284.0,81.4,27180.0
Tap Khlo,ทับคล้อ,Phichit,16.16167,100.59666999999999,46377.0,122.6,66150.0
Tha Bo,ท่าบ่อ,Nong Khai,17.84972,102.58111,84708.0,238.4,43110.0
Tha Chana,ท่าชนะ,Surat Thani,9.57222,99.165,51664.0,72.6,84170.0
Tha Chang,ท่าช้าง,Surat,9.280833,99.20083299999999,31013.0,26.56,84150.0
Tha Chang,ท่าช้าง,Sing Buri,14.761667000000001,100.39,16257.0,472.0,16140.0
Thai Charoen,ไทยเจริญ,Yasothon,16.06306,104.44722,29842.0,109.7,35120.0
Thai Mueang,ท้ายเหมือง,Phang Nga,8.4,98.26167,45547.0,74.4,82120.0
Tha Khantho,ท่าคันโท,Kalasin,16.94,103.24444,37293.0,94.7,46190.0
Thalang,ถลาง,Phuket,8.03167,98.33389,75224.0,298.5,83110.0
Tha Li,ท่าลี่,Loei,17.62444,101.42139,27117.0,39.7,42140.0
Tha Luang,ท่าหลวง,Lopburi,15.06833,101.10694000000001,27996.0,52.0,15130.0
Tha Mai,ท่าใหม่,Chanthaburi,12.62083,102.01,69403.0,112.1,22120.0
Tha Maka,ท่ามะกา,Kanchanaburi,13.920829999999999,99.76556,133051.0,390.4,71120.0
Tham Phannara,ถ้ำพรรณรา,Nakhon Si Thammarat,8.42,99.395,17315.0,102.4,80260.0
Tha Muang,ท่าม่วง,Kanchanaburi,13.96667,99.63861,105415.0,172.5,71110.0
Than To,ธารโต,Yala,6.1672199999999995,101.18,21323.0,32.9,95150.0
Thanyaburi,ธัญบุรี,Pathum Thani,14.02111,100.73444,184597.0,1447.0,12110.0
Tha Phae,ท่าแพ,Satun,6.79,99.97,24991.0,126.7,91150.0
Tha Pla,ท่าปลา,Uttaradit,17.79306,100.37722,48902.0,29.1,53150.0
Thap Put,ทับปุด,Phang Nga,8.516110000000001,98.63972,24046.0,88.3,82180.0
Thap Sakae,ทับสะแก,Prachuap Khiri Khan,11.5,99.62167,47645.0,88.31,77130.0
Thap Than,ทัพทัน,Uthai Thani,15.45972,99.88667,38631.0,119.3,61120.0
Tha Ruea,ท่าเรือ,Ayutthaya,14.551670000000001,100.7275,48872.0,460.2,13130.0
Tha Sae,ท่าแซะ,Chumphon,10.665,99.17333,76947.0,51.8,86140.0
Tha Sala,ท่าศาลา,Nakhon Si Thammarat,8.66667,99.93167,106933.0,293.9,80160.0
Tha Song Yang,ท่าสองยาง,Tak,17.226670000000002,98.225,61161.0,31.8,63150.0
Tha Takiap,ท่าตะเกียบ,Chachoengsao,13.444720000000002,101.61111,42742.0,40.5,24160.0
Tha Tako,ท่าตะโก,Nakhon Sawan,15.641670000000001,100.4825,69160.0,113.9,60160.0
That Phanom,ธาตุพนม,Nakhon Phanom,16.93639,104.70944,83478.0,228.3,48110.0
Tha Tum,ท่าตูม,Surin,15.31833,103.675,97390.0,151.4,32120.0
Tha Uthen,ท่าอุเทน,Nakhon Phanom,17.55694,104.6125,57926.0,122.7,48120.0
Tha Wang Pha,ท่าวังผา,Nan,19.11972,100.80972,51518.0,73.0,55140.0
Thawat Buri,ธวัชบุรี,Roi Et,16.038610000000002,103.74694000000001,68431.0,183.0,45170.0
