model,year,price,transmission,mileage,fuelType,mpg,engineSize
I30,2016.0,10595,Manual,31334,Petrol,38.7,1.6
Ioniq,2018.0,16750,Automatic,6897,Hybrid,78.5,1.6
I30,2018.0,14995,Manual,1502,Petrol,49.6,2.0
I20,2016.0,9299,Manual,16228,Petrol,62.8,1.0
I20,2020.0,12991,Manual,2637,Petrol,46.3,1.2
Tucson,2017.0,13995,Semi-Auto,40097,Diesel,57.6,1.7
I30,2015.0,7298,Manual,50221,Diesel,78.4,1.6
IX20,2017.0,8995,Manual,18975,Petrol,50.4,1.4
Tucson,2016.0,13998,Manual,12894,Diesel,61.7,1.7
Tucson,2017.0,13998,Manual,13490,Diesel,61.7,1.7
Tucson,2017.0,18899,Automatic,23679,Diesel,47.1,2.0
I30,2019.0,22395,Manual,2144,Petrol,34.0,2.0
I10,2019.0,9250,Manual,11005,Petrol,57.6,1.2
Kona,2018.0,13485,Manual,7034,Petrol,52.3,1.0
Tucson,2016.0,10998,Manual,32125,Petrol,44.8,1.6
Tucson,2017.0,13500,Manual,15131,Diesel,61.7,1.7
I10,2017.0,8495,Semi-Auto,31564,Petrol,47.9,1.2
Tucson,2019.0,17490,Manual,8009,Petrol,34.9,1.6
I30,2015.0,7695,Manual,47500,Diesel,78.4,1.6
I800,2019.0,22998,Manual,2269,Diesel,31.7,2.5
Tucson,2017.0,13960,Manual,33585,Diesel,54.3,2.0
Santa Fe,2017.0,17599,Semi-Auto,39990,Diesel,42.8,2.2
IX20,2018.0,12000,Automatic,13000,Petrol,43.5,1.6
Tucson,2018.0,17000,Manual,11500,Diesel,61.4,1.7
I10,2018.0,7750,Manual,12544,,57.7,1.2
IX35,2014.0,8999,Manual,36189,Diesel,53.3,1.7
Santa Fe,2016.0,18295,Semi-Auto,22404,Diesel,42.2,2.2
Ioniq,2019.0,16695,Semi-Auto,11311,Hybrid,78.5,1.6
Tucson,2018.0,14949,Manual,8225,Petrol,44.8,1.6
I30,2015.0,6992,Manual,43700,Diesel,78.4,1.6
I10,2014.0,4970,Manual,25500,Petrol,60.1,
I10,2017.0,7995,Manual,22500,Petrol,57.6,1.2
I20,2014.0,5895,Manual,30950,Petrol,57.6,1.2
I10,2010.0,3299,Manual,14360,Petrol,56.5,
Tucson,2018.0,17495,Manual,24500,Diesel,48.7,1.6
I10,2013.0,4695,Manual,35600,Petrol,61.4,1.2
Tucson,2019.0,15695,Manual,8293,Petrol,34.9,1.6
Tucson,2019.0,23991,Semi-Auto,20,Petrol,36.2,1.6
I800,2019.0,18500,Manual,7691,Diesel,31.7,0.0
Tucson,2017.0,13795,Manual,10128,Diesel,61.7,1.7
Kona,2019.0,15498,Manual,10,Petrol,44.1,1.0
I20,2013.0,4121,Manual,67689,Petrol,52.3,1.4
Tucson,2017.0,14995,Manual,31013,Diesel,61.4,1.7
Tucson,2017.0,14498,Manual,24598,Diesel,58.9,2.0
I30,2016.0,10995,Automatic,31000,Petrol,41.5,1.6
I10,2016.0,6495,Manual,20731,Petrol,60.1,1.0
I20,2016.0,8795,Manual,8598,Petrol,55.4,1.2
Tucson,2016.0,12000,Manual,53962,Diesel,61.7,1.7
I10,2018.0,8690,Manual,1500,Petrol,60.1,1.0
Tucson,2019.0,18245,Semi-Auto,16923,,36.2,1.6
I10,2018.0,7695,Manual,26219,Petrol,57.7,1.2
Kona,2019.0,14897,Manual,4989,Petrol,44.1,1.0
Tucson,2017.0,14000,Manual,13794,Petrol,44.8,1.6
I20,2014.0,4495,Manual,72506,Petrol,57.6,1.2
I20,2018.0,8000,Manual,28050,Petrol,58.9,1.2
Tucson,2016.0,9580,Manual,53917,Diesel,61.7,1.7
I20,2016.0,8500,Manual,29750,Petrol,58.9,1.0
I20,,4998,Manual,43444,Petrol,57.6,1.2
I30,2017.0,12295,Manual,31083,Diesel,74.3,1.6
I10,2017.0,7620,Manual,10049,Petrol,57.7,1.2
Ioniq,2019.0,16498,Automatic,4004,Hybrid,78.5,1.6
I10,2014.0,6000,Manual,41183,Petrol,57.6,1.2
I10,,7995,Manual,19702,Petrol,60.1,1.0
I20,2015.0,7890,Manual,41590,Petrol,51.4,
I20,2017.0,7497,Manual,17421,Petrol,55.4,1.2
I20,2018.0,9995,Automatic,31676,Petrol,45.6,1.4
IX35,2013.0,5698,Manual,91001,Diesel,48.7,1.7
Ioniq,,15998,Automatic,11856,Hybrid,78.5,1.6
I30,2018.0,11000,Manual,13406,Petrol,56.5,1.0
Tucson,2017.0,13400,Manual,28000,Diesel,61.7,1.7
I10,2014.0,5289,Manual,38073,Petrol,60.1,1.0
I800,2019.0,17750,Manual,3844,Diesel,31.7,2.5
I10,2017.0,7470,Manual,15061,Petrol,57.7,1.2
Tucson,,14490,Automatic,39573,Diesel,47.1,2.0
Tucson,2018.0,17695,Automatic,17952,Petrol,36.2,1.6
Kona,2017.0,12470,Manual,22300,Diesel,74.3,1.0
I20,2019.0,11149,Manual,10876,Petrol,46.3,1.2
I40,2019.0,19995,Manual,10,Diesel,52.3,1.6
I30,2007.0,3299,Automatic,51279,Petrol,40.9,1.6
I10,2017.0,10999,Automatic,12455,Petrol,47.9,1.2
Kona,2019.0,14495,Manual,9401,Petrol,44.1,1.0
I30,2017.0,12350,Manual,16570,Petrol,52.3,1.4
I10,2014.0,5794,Manual,18724,Petrol,60.1,1.0
I10,2009.0,1695,Manual,84000,Petrol,56.5,1.2
I30,2016.0,8495,Manual,24146,Diesel,78.4,1.6
Tucson,2017.0,15040,Semi-Auto,12356,Diesel,57.6,1.7
Tucson,2019.0,15795,Manual,13980,Petrol,34.9,1.6
Tucson,2016.0,14093,Manual,65000,,54.3,2.0
Kona,2019.0,14969,Manual,12211,Petrol,44.1,1.0
I10,2017.0,8995,Semi-Auto,36681,Petrol,47.9,1.2
Tucson,2016.0,10776,Manual,31789,Diesel,61.7,1.7
Tucson,2018.0,15500,Manual,30210,Diesel,61.4,1.7
I10,2017.0,7298,Manual,19581,Petrol,60.1,1.0
Tucson,2016.0,15790,Manual,49000,Diesel,47.9,2.0
I20,2018.0,10295,Manual,11895,Petrol,46.3,1.2
I30,2019.0,25995,Manual,2219,Petrol,34.0,2.0
I30,2016.0,7750,Automatic,61034,Diesel,72.4,1.6
IX20,2016.0,9495,Automatic,9574,Petrol,43.6,1.6
IX35,2015.0,9000,Manual,41309,Diesel,53.3,1.7
Tucson,2018.0,17250,Semi-Auto,7304,Diesel,57.6,1.7
Tucson,2017.0,16929,Semi-Auto,24163,Diesel,57.6,1.7
Tucson,2017.0,13790,Manual,25198,Diesel,61.7,1.7
Tucson,2018.0,18200,Semi-Auto,9545,Petrol,39.8,1.6
Ioniq,2019.0,22720,Automatic,8492,Hybrid,78.5,1.6
Santa Fe,2018.0,18495,Manual,27410,Diesel,47.1,
I20,2017.0,7990,Manual,19952,Petrol,58.9,1.2
Tucson,2018.0,16500,Manual,6210,Petrol,34.9,1.6
Tucson,2019.0,24989,Manual,7374,Hybrid,47.9,1.6
I10,2016.0,6500,Manual,16309,Petrol,57.6,1.2
Tucson,2016.0,15797,Manual,19500,Diesel,58.9,2.0
Tucson,2016.0,12500,Automatic,32184,Diesel,57.6,1.7
Tucson,2019.0,22395,Semi-Auto,9898,Petrol,35.8,1.6
Ioniq,2019.0,21995,Automatic,10200,Hybrid,78.5,1.6
I10,2014.0,5395,Manual,35428,Petrol,60.1,1.0
I30,2017.0,11399,Manual,30067,Petrol,44.8,1.6
Kona,2018.0,12490,Manual,10452,Petrol,44.1,1.0
IX35,2015.0,8298,Manual,64925,,51.4,2.0
I40,2019.0,16500,Manual,10,Diesel,52.3,1.6
Santa Fe,2016.0,16470,Manual,39979,Diesel,47.1,
I20,2017.0,7180,Manual,37500,Petrol,58.9,1.2
I10,2017.0,7299,Manual,15088,Petrol,60.1,1.0
I10,2018.0,8450,Manual,11350,Petrol,57.7,1.2
I10,2017.0,6089,Manual,52539,Petrol,57.7,1.2
I30,2015.0,6995,Manual,67212,Diesel,78.4,1.6
I800,2017.0,15499,Automatic,18000,Diesel,33.6,2.5
I20,2013.0,2995,Manual,97500,Petrol,57.6,1.2
Santa Fe,2019.0,32280,Semi-Auto,2251,Diesel,40.9,2.2
I30,,17790,Manual,2451,Petrol,42.2,1.4
Tucson,2018.0,14995,Manual,9274,Petrol,44.8,1.6
I10,,7261,Manual,13820,Petrol,60.1,1.0
Santa Fe,2017.0,15998,Manual,48034,Diesel,47.1,2.2
I20,2018.0,10990,Automatic,10000,Petrol,45.6,1.4
Santa Fe,2019.0,31680,Semi-Auto,2251,Diesel,40.9,2.2
I10,2018.0,8500,Manual,9196,Petrol,57.6,1.2
Santa Fe,2019.0,35985,Automatic,100,Diesel,39.2,2.2
Tucson,2017.0,15299,Semi-Auto,21700,Diesel,57.6,1.7
Santa Fe,2019.0,33949,Semi-Auto,6982,Diesel,39.2,2.2
Santa Fe,2016.0,16499,Automatic,29448,Diesel,41.5,2.2
Tucson,2016.0,10998,Manual,32617,Diesel,61.7,1.7
I10,2019.0,9295,Manual,2000,Petrol,49.6,1.0
Ioniq,2018.0,17700,Automatic,11333,Hybrid,78.5,1.6
I10,2018.0,8690,Manual,21368,Petrol,57.6,1.2
I30,2018.0,9498,Manual,12223,Petrol,57.7,1.0
Tucson,2019.0,18495,Semi-Auto,15000,Petrol,36.2,1.6
I30,2015.0,7498,Manual,38884,Petrol,48.7,1.4
I10,2018.0,7490,Manual,13303,Petrol,60.1,1.0
Santa Fe,2017.0,18579,Manual,26800,Diesel,47.1,2.2
I10,2013.0,3500,Manual,62921,Petrol,61.4,1.2
I30,2016.0,9490,Manual,21944,Diesel,78.4,1.6
Santa Fe,2019.0,35995,Semi-Auto,6918,Diesel,39.2,2.2
I30,2017.0,11995,Semi-Auto,19000,Petrol,51.4,1.4
I10,2018.0,7200,Manual,14788,Petrol,60.1,1.0
Tucson,2016.0,10775,Manual,36092,,44.8,1.6
Tucson,2018.0,14695,Manual,11374,Petrol,44.8,1.6
Tucson,,11695,Manual,49174,Petrol,44.8,1.6
I10,2020.0,12190,Manual,1958,Petrol,56.5,1.0
I10,2017.0,6699,Manual,31814,Petrol,57.7,1.2
Ioniq,2018.0,15998,Automatic,28283,Hybrid,78.5,1.6
I30,2014.0,7924,Automatic,33080,Diesel,51.4,1.6
Tucson,2016.0,12299,Manual,17947,Diesel,61.7,1.7
Tucson,2017.0,15620,Semi-Auto,9196,Diesel,57.6,1.7
I10,2019.0,8549,Manual,8483,Petrol,60.1,1.0
Tucson,2017.0,10995,Manual,62382,Diesel,61.7,1.7
Santa Fe,2019.0,35456,Semi-Auto,8000,Diesel,39.2,2.2
I30,2013.0,7299,Manual,37367,Diesel,64.2,1.6
Tucson,,12895,Manual,41157,Diesel,61.7,
I10,2018.0,7690,Manual,10173,Petrol,60.1,1.0
I30,2019.0,14998,Manual,6879,Petrol,41.5,1.4
I10,2019.0,9298,Manual,1497,Petrol,49.6,1.0
Tucson,2017.0,11998,Manual,27717,Diesel,61.7,1.7
Tucson,2019.0,15792,Manual,16449,Petrol,34.9,1.6
I40,2017.0,11690,Manual,9225,Diesel,65.7,1.7
Ioniq,2018.0,18799,Automatic,11165,,78.5,1.6
Tucson,2020.0,22995,Manual,1000,Petrol,34.9,1.6
Tucson,2017.0,15795,Manual,23295,Diesel,47.9,2.0
I10,2011.0,1999,Manual,92000,Petrol,61.4,1.2
I20,2019.0,10871,Manual,8114,Petrol,46.3,1.2
Ioniq,2018.0,13998,Automatic,22508,Hybrid,78.5,1.6
Tucson,2016.0,11998,Manual,31022,Diesel,61.7,1.7
Tucson,2016.0,14199,Automatic,30300,Diesel,57.6,1.7
Tucson,2017.0,15200,Semi-Auto,7525,Diesel,57.6,1.7
Santa Fe,2018.0,20985,Automatic,31123,Diesel,42.8,2.2
IX20,2017.0,9998,Manual,12102,Petrol,50.4,1.4
Tucson,2018.0,16995,Manual,18856,,38.7,1.6
I10,,5698,Manual,31037,Petrol,60.1,1.0
Tucson,2019.0,19995,Manual,10385,Petrol,34.9,
Kona,2018.0,16995,Manual,250,Petrol,44.1,1.0
Tucson,2019.0,15790,Manual,5757,Petrol,34.9,1.6
Tucson,2019.0,15498,Manual,17865,Petrol,34.9,1.6
Santa Fe,2019.0,33791,Semi-Auto,5883,Diesel,39.2,2.2
I10,2020.0,12995,Manual,921,Petrol,55.4,1.2
I800,2018.0,16280,Manual,33113,Diesel,31.7,2.5
I10,2015.0,8695,Semi-Auto,8537,Petrol,47.9,1.2
IX20,2017.0,8499,Manual,9870,Petrol,50.4,1.4
Tucson,2019.0,25980,Automatic,5792,Hybrid,50.4,1.6
Tucson,2018.0,12790,Manual,11580,Petrol,44.8,1.6
Tucson,2019.0,17695,Manual,7330,Petrol,34.9,1.6
Tucson,2019.0,23500,Semi-Auto,4479,Petrol,35.8,1.6
I10,2016.0,6000,Manual,37721,,60.1,1.0
I20,2013.0,4950,Manual,47602,Petrol,57.6,1.2
I10,2014.0,5450,Manual,42346,Petrol,60.1,1.0
Santa Fe,2019.0,32495,Semi-Auto,2880,Diesel,39.8,
IX20,2017.0,8780,Manual,15956,Petrol,50.4,1.4
Tucson,2017.0,13269,Manual,15625,Petrol,44.8,1.6
Tucson,2018.0,13998,Manual,16624,Petrol,44.8,1.6
Tucson,2019.0,21000,Semi-Auto,10,Diesel,47.1,
I10,2016.0,6995,Manual,7418,,60.1,
Tucson,2018.0,22995,Automatic,12531,Diesel,43.5,2.0
I20,2020.0,13749,Manual,6000,Petrol,46.3,1.2
I30,2019.0,24000,Manual,555,Petrol,34.0,2.0
I10,2018.0,7495,Manual,14669,Petrol,60.1,1.0
Tucson,2018.0,21995,Automatic,6000,Petrol,36.2,1.6
Kona,2018.0,11798,Manual,31885,Petrol,52.3,1.0
Tucson,2017.0,13498,Manual,5863,Petrol,44.8,1.6
Kona,2018.0,12343,Manual,8085,Petrol,44.1,1.0
Tucson,2016.0,12990,Manual,26573,Diesel,61.7,1.7
Tucson,2017.0,14495,Manual,47150,Diesel,61.4,1.7
I10,2019.0,9280,Manual,2238,Petrol,49.6,1.0
Tucson,2018.0,16000,Semi-Auto,9292,,57.6,1.7
Tucson,2019.0,15498,Manual,15091,Petrol,34.9,1.6
Ioniq,2018.0,15795,Automatic,31627,Hybrid,78.5,1.6
I30,2019.0,13990,Manual,6175,Petrol,44.8,1.0
Tucson,2016.0,13871,Manual,30897,Diesel,61.7,1.7
I20,2018.0,9770,Manual,7182,Petrol,46.3,
I10,2017.0,8995,Semi-Auto,24708,Petrol,47.9,1.2
Tucson,2017.0,12355,Manual,25948,Petrol,44.8,1.6
Kona,2018.0,14290,Manual,6733,Petrol,52.3,1.0
Tucson,2016.0,12799,Manual,27517,Diesel,61.7,1.7
Santa Fe,2018.0,30699,Semi-Auto,10958,Diesel,39.2,2.2
I20,2017.0,7995,Manual,34945,Petrol,58.9,1.2
Tucson,2019.0,23795,Manual,3000,,51.4,1.6
I10,2019.0,10495,Semi-Auto,6082,Petrol,47.9,1.2
IX35,2012.0,5588,Manual,82833,Petrol,41.5,1.6
Tucson,2019.0,18995,Manual,9676,Diesel,48.7,1.6
IX35,2014.0,7475,Manual,90000,Diesel,53.3,1.7
I10,2018.0,7995,Manual,22089,Petrol,60.1,
Kona,2019.0,13500,Manual,16490,Petrol,44.1,1.0
Ioniq,,14403,Automatic,17391,,78.5,1.6
Ioniq,2019.0,22680,Automatic,4868,Hybrid,62.8,1.6
Kona,2018.0,13698,Manual,21636,Petrol,52.3,1.0
I10,2020.0,13495,Manual,697,Petrol,55.4,1.2
Tucson,2016.0,9990,Manual,80000,Diesel,61.7,
I20,2017.0,7998,Manual,28502,Petrol,55.4,1.2
I20,2016.0,6999,Manual,43241,Petrol,58.9,1.2
Ioniq,2019.0,21779,Semi-Auto,3047,Hybrid,78.5,1.6
Tucson,2008.0,2950,Manual,83000,Diesel,39.8,2.0
I10,2019.0,10991,Semi-Auto,6000,Petrol,47.9,1.2
I30,2018.0,12970,Manual,22780,Petrol,52.3,1.4
I20,2017.0,7499,Manual,36602,Petrol,55.4,1.2
I20,,5950,Manual,43911,Petrol,57.6,1.2
Tucson,2019.0,15498,Manual,11915,Petrol,34.9,1.6
I800,2019.0,19995,Manual,11872,Diesel,31.7,2.5
Tucson,2020.0,25980,Automatic,1298,Hybrid,50.4,1.6
Santa Fe,2019.0,32570,Semi-Auto,9923,Diesel,39.2,2.2
Kona,2018.0,18995,Semi-Auto,7769,Petrol,42.2,1.6
Tucson,,12499,Manual,32481,Diesel,61.7,1.7
IX35,2015.0,8250,Manual,59238,Diesel,54.3,1.7
I10,2018.0,7291,Manual,9683,Petrol,60.1,1.0
Tucson,2018.0,13998,Manual,29315,Petrol,44.8,1.6
Kona,2019.0,20394,Automatic,3718,Petrol,37.7,1.6
I10,2017.0,6498,Manual,23692,Petrol,60.1,1.0
IX20,2016.0,8298,Manual,28355,Petrol,50.4,1.4
I10,2013.0,3750,Manual,45615,Petrol,61.4,1.2
I10,2013.0,4490,Manual,23186,Petrol,61.4,1.2
I10,2014.0,6000,Manual,17324,Petrol,60.1,1.0
Tucson,,17100,Manual,14956,Diesel,54.3,2.0
I30,2015.0,7998,Manual,21575,Diesel,72.4,1.6
IX20,2017.0,10654,Automatic,14847,Petrol,43.5,1.6
I40,2014.0,8921,Automatic,56078,Diesel,47.1,1.7
Tucson,2019.0,18790,Semi-Auto,9854,Petrol,36.2,1.6
Tucson,2017.0,13298,Manual,33771,Diesel,61.7,1.7
I10,2018.0,8750,Manual,9140,Petrol,57.7,1.2
Tucson,2017.0,14990,Automatic,36459,Diesel,46.3,2.0
I20,2013.0,4670,Manual,49252,Diesel,74.3,1.1
Tucson,2017.0,17390,Automatic,8169,Petrol,39.8,1.6
Kona,2018.0,18000,Semi-Auto,35401,Petrol,34.0,1.6
Tucson,2018.0,19980,Manual,20566,Petrol,34.9,1.6
Santa Fe,2014.0,12891,Semi-Auto,49216,Diesel,41.5,2.2
Tucson,2017.0,21599,Manual,28964,,61.7,1.7
I40,2013.0,5495,Manual,76698,Diesel,62.8,1.7
I20,2017.0,8350,Manual,20816,Petrol,58.9,1.2
Ioniq,2018.0,17998,Automatic,4029,Hybrid,78.5,1.6
I10,2016.0,6110,Manual,28386,Petrol,61.4,1.0
Tucson,2019.0,18995,Manual,14618,Petrol,34.9,
I10,2018.0,7500,Manual,9458,Petrol,60.1,1.0
Tucson,2017.0,12398,Manual,12239,Diesel,61.7,1.7
Tucson,2017.0,14998,Manual,25123,Diesel,54.3,2.0
Tucson,2016.0,11199,Manual,69894,Diesel,61.7,1.7
Tucson,2020.0,23980,Semi-Auto,1764,Hybrid,50.4,1.6
I30,2010.0,2495,Manual,99000,Diesel,62.8,1.6
Tucson,2017.0,14495,Manual,26245,Diesel,61.7,
I30,2018.0,11679,Manual,11513,Diesel,74.3,1.6
Kona,2018.0,12999,Manual,24364,,52.3,1.0
I40,2016.0,10498,Manual,26775,,65.7,1.7
Santa Fe,2019.0,33999,Semi-Auto,6697,Diesel,39.2,2.2
I20,2018.0,11030,Manual,5921,Petrol,47.9,1.0
I40,2013.0,6995,Manual,50438,Diesel,62.8,1.7
I10,2018.0,6789,Manual,12603,Petrol,60.1,1.0
I40,2015.0,8000,Manual,58915,Diesel,65.7,1.7
I30,2014.0,6798,Manual,42332,Petrol,47.1,1.4
I30,2019.0,24970,Manual,1500,Petrol,34.0,2.0
Tucson,2017.0,12798,Manual,27742,Diesel,61.7,1.7
Tucson,2018.0,14995,Manual,8867,Petrol,44.8,1.6
Tucson,2018.0,13491,Manual,7719,Petrol,44.8,1.6
I30,2015.0,7798,Manual,36312,Petrol,48.7,
I30,,8900,Manual,18257,Diesel,78.4,1.6
I20,2018.0,9500,Manual,18000,Petrol,62.8,1.0
Tucson,2019.0,25110,Manual,100,Hybrid,51.4,1.6
Ioniq,2019.0,23991,Automatic,5500,Hybrid,78.5,1.6
I40,,10995,Automatic,23043,Diesel,47.1,1.7
I10,2017.0,7700,Manual,24437,Petrol,60.1,1.0
I30,2017.0,11298,Manual,11581,,56.5,1.0
Tucson,2019.0,21990,Automatic,3168,Hybrid,50.4,1.6
Tucson,2017.0,14995,Manual,35791,Diesel,54.3,2.0
I30,2018.0,9299,Manual,21859,Petrol,56.5,1.0
I10,2019.0,7990,Manual,11427,Petrol,60.1,1.0
I10,2018.0,7250,Manual,20169,Petrol,60.1,1.0
Santa Fe,2016.0,18990,Semi-Auto,14157,Diesel,42.2,2.2
I10,2018.0,6925,Manual,29042,Petrol,60.1,1.0
IX20,2015.0,7998,Manual,20077,Petrol,50.4,1.4
Tucson,2017.0,11995,Manual,28476,Diesel,61.7,1.7
Tucson,2018.0,18200,Semi-Auto,9545,Petrol,39.8,1.6
Tucson,2019.0,19000,Manual,21,Petrol,34.9,1.6
I40,2015.0,5500,Manual,101500,Diesel,67.3,1.7
I10,2016.0,8000,Semi-Auto,21473,Petrol,47.9,1.2
I20,2018.0,9998,Manual,13546,Petrol,46.3,1.2
Tucson,2019.0,27000,Manual,2000,Petrol,34.9,1.6
Tucson,2018.0,25194,Manual,10,Diesel,61.4,1.7
I30,,2699,Manual,105863,Petrol,45.6,1.6
I10,2014.0,6000,Manual,31500,Petrol,57.6,1.2
Tucson,2018.0,14495,Manual,11611,Petrol,44.8,1.6
I10,2018.0,8280,Manual,5685,Petrol,60.1,1.0
Kona,2019.0,15995,Manual,9567,Petrol,44.1,1.0
IX20,2016.0,8991,Automatic,13302,Petrol,43.5,1.6
I20,2019.0,13290,Manual,3000,,46.3,1.2
I20,2019.0,14990,Manual,2439,Petrol,46.3,1.0
Tucson,2018.0,13690,Manual,18000,Petrol,44.8,1.6
Tucson,2016.0,11498,Manual,40297,Diesel,61.7,1.7
I800,2018.0,15995,Automatic,33244,Diesel,28.0,2.5
Tucson,2017.0,12998,Manual,6318,,44.8,1.6
I30,2015.0,9250,Manual,25686,Diesel,72.4,1.6
I10,2018.0,7849,Manual,12653,Petrol,57.7,1.2
Santa Fe,2016.0,17450,Manual,21972,Diesel,47.1,2.2
I30,2019.0,9950,Manual,9000,Petrol,45.6,1.0
I10,2017.0,6298,Manual,41592,Petrol,60.1,1.0
IX20,2011.0,4750,Manual,23000,Petrol,50.4,1.4
Tucson,2017.0,14998,Semi-Auto,17526,Diesel,57.6,1.7
Tucson,2017.0,13250,Manual,28499,Diesel,61.7,1.7
Ioniq,2017.0,13600,Automatic,22431,Hybrid,78.5,1.6
I10,2019.0,9491,Manual,3200,Petrol,49.6,1.0
I30,2012.0,6991,Automatic,29650,Petrol,41.5,1.6
I10,2017.0,6999,Manual,30446,Petrol,57.7,1.2
I20,2014.0,4999,Manual,48701,Petrol,57.6,1.2
I40,2018.0,13985,Automatic,21798,Diesel,60.1,
I30,2016.0,6990,Manual,52413,Petrol,48.7,1.4
Tucson,2019.0,15799,Manual,11958,Petrol,34.9,1.6
I20,2020.0,14400,Manual,1,Petrol,46.3,1.2
I800,2018.0,15795,Automatic,31917,Diesel,33.6,2.5
I10,2012.0,3250,Manual,64000,Petrol,61.4,1.2
I10,2019.0,9987,Semi-Auto,8008,Petrol,47.9,1.2
I30,2019.0,24995,Manual,5589,Petrol,34.0,
I10,2017.0,7000,Manual,30367,Petrol,57.7,1.2
I20,2017.0,9721,Manual,17717,Petrol,55.4,1.2
I10,2018.0,8995,Manual,10553,,57.7,1.2
I30,2014.0,4291,Manual,107419,Diesel,76.3,1.6
Tucson,2017.0,17780,Semi-Auto,28393,Diesel,57.7,1.7
I40,2012.0,7495,Automatic,68132,Diesel,47.1,1.7
Santa Fe,2018.0,29498,Semi-Auto,17496,Diesel,39.2,2.2
Tucson,2017.0,15998,Manual,14412,Diesel,61.4,1.7
Santa Fe,2013.0,11498,Semi-Auto,59701,Diesel,41.5,2.2
I20,2020.0,12770,Manual,101,Petrol,46.3,1.2
IX20,2015.0,9250,Automatic,8500,Petrol,43.6,1.6
Tucson,2019.0,21795,Semi-Auto,4500,Petrol,36.2,1.6
I10,2017.0,7000,Manual,31696,Petrol,57.7,1.2
Tucson,2017.0,14795,Manual,29800,Diesel,47.9,2.0
I10,2017.0,92000,Automatic,35460,Petrol,47.9,1.2
Tucson,2017.0,13250,Manual,27815,,61.7,1.7
I10,2017.0,8295,Manual,4028,Petrol,60.1,1.0
Tucson,2019.0,21490,Manual,110,Petrol,34.9,1.6
I10,2017.0,8789,Manual,29290,,57.7,1.2
I20,2016.0,8111,Manual,19578,Petrol,55.4,
I40,2017.0,11120,Manual,30043,Diesel,65.7,1.7
Tucson,2017.0,14498,Manual,37587,Diesel,54.3,2.0
I10,2018.0,7500,Manual,13457,Petrol,60.1,1.0
IX35,2014.0,8990,Manual,22632,Diesel,53.3,1.7
Tucson,2016.0,16498,Automatic,28723,Diesel,47.1,2.0
Tucson,2019.0,18100,Semi-Auto,15630,Petrol,36.2,1.6
IX20,2017.0,10499,Automatic,27347,Petrol,43.5,1.6
I20,2018.0,12492,Automatic,10751,Petrol,49.6,1.0
Tucson,2016.0,12798,Manual,35696,Diesel,61.7,1.7
Tucson,2015.0,10995,Manual,54411,Diesel,61.7,1.7
IX20,2017.0,9995,Automatic,19500,Petrol,43.5,1.6
Tucson,2019.0,15798,Manual,17241,Petrol,35.3,1.6
I10,2017.0,7500,Manual,11037,Petrol,60.1,1.0
I40,2013.0,6495,Manual,66300,Diesel,55.4,1.7
Tucson,2017.0,13791,Manual,50313,Diesel,58.9,2.0
Tucson,2016.0,15270,Automatic,35794,Diesel,46.3,2.0
I20,2017.0,7998,Manual,35934,Petrol,58.9,1.2
I20,2015.0,8290,Manual,27823,Petrol,51.4,1.4
Tucson,2016.0,8988,Manual,87146,Petrol,44.8,1.6
I10,2018.0,7495,Manual,26799,Petrol,60.1,1.0
I10,2017.0,8495,Manual,23000,Petrol,57.7,1.2
I10,2012.0,3799,Manual,56582,Petrol,61.4,1.2
I10,2019.0,9295,Manual,2000,Petrol,49.6,1.0
I30,2018.0,11671,Manual,21802,Petrol,52.3,1.4
Tucson,2019.0,19995,Manual,10,Diesel,48.7,1.6
Santa Fe,2014.0,14500,Manual,55000,Diesel,46.3,2.2
Santa Fe,2019.0,32995,Semi-Auto,7119,Diesel,39.2,2.2
I20,2013.0,3998,Manual,45461,Petrol,57.6,1.2
I10,2019.0,9995,Manual,4587,Petrol,49.6,1.0
Ioniq,2019.0,20400,Automatic,2810,Hybrid,78.5,1.6
Tucson,2019.0,20990,Manual,100,Petrol,35.3,1.6
Tucson,2017.0,13695,Manual,9476,Petrol,44.8,1.6
Tucson,2016.0,12570,Manual,30581,Diesel,61.7,1.7
I10,2019.0,10220,Manual,100,Petrol,49.6,1.0
I10,2017.0,5590,Manual,42005,Petrol,60.1,1.0
I800,2019.0,17998,Manual,17972,Diesel,28.0,2.5
Tucson,2019.0,17749,Manual,19450,Diesel,48.7,1.6
Tucson,2016.0,16000,Semi-Auto,16174,Diesel,57.6,1.7
Tucson,2020.0,27995,Manual,146,Diesel,48.7,1.6
Tucson,2016.0,15250,Automatic,13396,Diesel,43.5,2.0
I10,2016.0,6695,Manual,29650,Petrol,57.6,1.2
I30,,11750,Manual,16337,Diesel,74.3,1.6
I20,2013.0,4995,Manual,41232,Petrol,57.6,1.2
I10,2014.0,5389,Manual,38427,Petrol,57.6,1.2
I20,2017.0,7599,Manual,32113,Petrol,55.4,1.2
Kona,2019.0,14998,Manual,13145,Petrol,44.1,1.0
Tucson,2019.0,15692,Manual,15299,Petrol,35.3,1.6
Santa Fe,2017.0,19995,Manual,19222,Diesel,47.1,2.2
Ioniq,2019.0,19897,Automatic,3346,Hybrid,78.5,1.6
Ioniq,2019.0,19000,Automatic,8569,,78.5,1.6
I30,2015.0,8699,Automatic,33791,Diesel,67.3,1.6
